Index_ID,Date,Monster involved,Days of Investigation,Region,Crime Type,Crime Weapon,Time of Day,Evidence Found,Monster,Criminal record,Age,Gender,Height in cm,Speed Level,Strength Level,Allergy,Favorite Food
8434,2022-04-19,Ghost,84.0,village,vandalism,knife,night,cloak,Ghost,No,791.0,M,153.0,36.0,1.0,sunlight,pesto pasta
8435,2020-01-29,Witch,37.0,swamp,arson,,night,fur,Witch,Yes,1.0,M,166.0,21.0,5.0,hazelnut,rats
8436,2024-05-31,Ghost,96.0,village,nightly disturbance,knife,Night,cloak,Ghost,No,106.0,F,153.0,2.0,8.0,hazelnut,rats
8437,2021-02-19,Werewolf,44.0,forest,assault,axe,night,fur,Werewolf,Yes,109.0,F,168.0,71.0,6.0,silver,brain
8438,2020-12-11,Zombie,38.0,swamp,vandalism,,night,bones,Zombie,Yes,10.0,M,199.0,25.0,3.0,cat hair,lasagna
8439,2023-09-02,Witch,89.0,swamp,arson,knife,dusk,cloak,Witch,Yes,136.0,F,175.0,23.0,3.0,silver,pesto pasta
8440,2021-12-03,Zombie,28.0,village,kidnapping,knife,dusk,fur,Zombie,No,1.0,F,189.0,16.0,1.0,garlic,brain
8441,2020-09-13,Werewolf,45.0,mountain,assault,pistol,dusk,fur,Werewolf,No,84.0,M,197.0,71.0,7.0,silver,brain
8443,2023-11-29,Zombie,10.0,village,kidnapping,knife,dusk,bones,Zombie,No,7.0,F,156.0,15.0,3.0,garlic,lasagna
8444,2024-08-10,Witch,20.0,village,arson,,dusk,potions,Witch,Yes,605.0,M,153.0,18.0,2.0,pumpkin,rats
8445,2020-04-22,Zombie,25.0,mountain,murder,,dusk,teeth,Zombie,Yes,104.0,F,185.0,12.0,5.0,sunlight,rats
8446,2020-06-16,Zombie,3.0,swamp,kidnapping,knife,dawn,teeth,Zombie,No,63.0,M,153.0,23.0,4.0,cat hair,pesto pasta
8447,2023-12-22,Vampire,16.0,castle,nightly disturbance,,night,blood,Vampire,No,610.0,F,183.0,35.0,6.0,garlic,brain
8448,2020-02-18,Witch,6.0,swamp,kidnapping,,dawn,cloak,Witch,No,543.0,F,158.0,23.0,2.0,hazelnut,humans
8449,2021-03-10,Vampire,10.0,mountain,theft,pistol,dawn,blood,Vampire,Yes,296.0,F,184.0,40.0,7.0,silver,humans
8450,2023-04-23,Ghost,10.0,village,nightly disturbance,,night,potions,Ghost,Yes,1402.0,M,199.0,43.0,8.0,pumpkin,Humans
8451,2020-08-27,Zombie,88.0,mountain,kidnapping,knife,night,blood,Zombie,Yes,74.0,M,166.0,18.0,2.0,cat hair,pesto pasta
8452,2024-09-12,Ghost,54.0,castle,vandalism,axe,night,potions,Ghost,No,1233.0,M,184.0,35.0,9.0,sunlight,pesto pasta
8453,2024-06-29,Witch,8.0,village,kidnapping,pistol,dusk,potions,Witch,Yes,124.0,F,160.0,27.0,8.0,pumpkin,humans
8454,2024-06-04,Zombie,86.0,swamp,assault,,night,potions,Zombie,Yes,60.0,M,173.0,15.0,2.0,cat hair,humans
8455,2021-06-10,Ghost,64.0,village,nightly disturbance,knife,night,potions,Ghost,No,1242.0,M,190.0,53.0,1.0,garlic,pesto pasta
8456,2019-11-27,Skeleton,94.0,forest,vandalism,axe,day,bones,Skeleton,Yes,1689.0,F,162.0,32.0,4.0,silver,rats
8457,2021-10-02,Werewolf,38.0,mountain,vandalism,knife,night,blood,Werewolf,Yes,34.0,M,198.0,78.0,6.0,silver,brain
8458,2023-09-19,Zombie,78.0,swamp,murder,brute force,night,teeth,Zombie,No,93.0,F,169.0,24.0,4.0,sunlight,brain
8459,2024-05-03,Werewolf,16.0,forest,assault,knife,night,potions,Werewolf,Yes,181.0,F,158.0,39.0,3.0,silver,lasagna
8460,2020-06-13,Vampire,32.0,castle,murder,knife,night,cloak,Vampire,Yes,202.0,M,193.0,38.0,2.0,garlic,lasagna
8461,2021-07-15,Ghost,12.0,castle,nightly disturbance,,night,cloak,Ghost,No,644.0,F,161.0,36.0,1.0,garlic,brain
8462,2022-05-08,Vampire,38.0,village,assault,,dawn,blood,Vampire,No,473.0,M,193.0,19.0,7.0,garlic,brain
8463,2022-06-20,zombie,41.0,swamp,murder,knife,dusk,blood,zombie,Yes,20.0,F,183.0,13.0,6.0,pumpkin,humans
8464,2019-12-15,Werewolf,94.0,forest,nightly disturbance,,night,blood,Werewolf,Yes,224.0,F,162.0,57.0,6.0,silver,rats
8465,2021-09-08,Werewolf,95.0,mountain,nightly disturbance,knife,night,bones,Werewolf,No,63.0,M,191.0,97.0,1.0,cat hair,rats
8466,2020-12-31,Ghost,35.0,forest,nightly disturbance,brute force,night,cloak,Ghost,No,392.0,F,186.0,58.0,6.0,sunlight,humans
8467,2023-12-23,Zombie,13.0,swamp,kidnapping,pistol,dusk,teeth,Zombie,No,74.0,F,181.0,5.0,8.0,silver,rats
8468,2022-11-04,Skeleton,81.0,castle,nightly disturbance,axe,night,bones,Skeleton,No,1049.0,M,151.0,27.0,8.0,silver,pesto pasta
8469,2021-01-05,Skeleton,12.0,castle,arson,knife,day,bones,Skeleton,No,1032.0,M,176.0,33.0,3.0,garlic,pesto pasta
8470,2020-12-20,Ghost,50.0,forest,arson,knife,night,cloak,Ghost,Yes,2340.0,F,151.0,78.0,8.0,sunlight,brain
8471,2022-11-22,Zombie,53.0,mountain,murder,knife,dusk,potions,Zombie,Yes,208.0,M,177.0,11.0,2.0,sunlight,rats
8472,2022-10-05,Ghost,1.0,forest,nightly disturbance,brute force,night,potions,Ghost,No,4062.0,F,199.0,59.0,3.0,pumpkin,humans
8473,2024-01-13,Zombie,43.0,swamp,murder,knife,night,blood,Zombie,No,152.0,F,198.0,14.0,2.0,garlic,humans
8474,2021-04-11,Vampire,6.0,castle,theft,knife,night,blood,Vampire,No,381.0,M,171.0,20.0,2.0,silver,rats
8475,2022-11-26,Ghost,76.0,castle,nightly disturbance,axe,night,cloak,Ghost,No,468.0,M,191.0,36.0,6.0,silver,pesto pasta
8476,2022-07-15,Zombie,57.0,village,assault,,night,potions,Zombie,Yes,23.0,M,174.0,11.0,6.0,Cat hair,brain
8477,2023-04-27,Skeleton,44.0,mountain,nightly disturbance,knife,night,bones,Skeleton,Yes,228.0,F,155.0,24.0,3.0,silver,brain
8478,2023-12-02,Zombie,3.0,village,murder,pistol,day,bones,Zombie,No,85.0,M,167.0,19.0,5.0,pumpkin,pesto pasta
8479,2020-08-14,Zombie,30.0,swamp,kidnapping,knife,night,potions,Zombie,No,167.0,M,179.0,11.0,9.0,cat hair,Pesto pasta
8480,2023-09-22,Ghost,93.0,castle,vandalism,knife,night,potions,Ghost,No,1704.0,F,160.0,83.0,1.0,pumpkin,pesto pasta
8481,2023-09-30,Vampire,18.0,castle,assault,,night,blood,Vampire,No,704.0,F,152.0,48.0,6.0,silver,pesto pasta
8482,2023-07-29,Vampire,61.0,village,assault,knife,dusk,blood,Vampire,Yes,482.0,F,184.0,41.0,5.0,garlic,pesto pasta
8483,2019-12-06,Vampire,2.0,forest,NIGHTLY DISTURBANCE,brute force,night,blood,Vampire,Yes,874.0,F,168.0,36.0,3.0,garlic,humans
8484,2021-12-09,Vampire,82.0,castle,nightly disturbance,brute force,night,blood,Vampire,No,483.0,M,158.0,49.0,6.0,silver,lasagna
8485,2023-02-04,Witch,83.0,swamp,arson,knife,day,potions,Witch,Yes,594.0,M,157.0,15.0,1.0,hazelnut,lasagna
8486,2023-07-19,Ghost,40.0,village,nightly disturbance,knife,Night,cloak,Ghost,No,1.0,F,192.0,41.0,4.0,pumpkin,humans
8487,2022-10-12,Werewolf,63.0,forest,assault,pistol,night,blood,Werewolf,Yes,62.0,M,188.0,54.0,7.0,silver,rats
8488,2020-01-27,Ghost,34.0,forest,nightly disturbance,knife,night,cloak,Ghost,No,1567.0,F,188.0,27.0,2.0,sunlight,brain
8489,2021-04-05,Witch,54.0,village,arson,pistol,day,potions,Witch,Yes,227.0,M,183.0,22.0,5.0,hazelnut,pesto pasta
8490,2020-10-12,VAMPIRE,20.0,castle,assault,knife,dusk,cloak,VAMPIRE,Yes,552.0,M,167.0,40.0,6.0,silver,humans
8491,2020-03-01,Witch,5.0,village,arson,pistol,day,bones,Witch,Yes,321.0,M,174.0,20.0,8.0,hazelnut,lasagna
8492,2021-06-02,Skeleton,33.0,mountain,assault,,day,bones,Skeleton,Yes,1821.0,F,154.0,29.0,7.0,silver,humans
8493,2020-12-14,Skeleton,61.0,mountain,arson,brute force,dawn,bones,Skeleton,No,1.0,F,179.0,19.0,8.0,silver,humans
8494,2024-04-02,Ghost,31.0,village,nightly disturbance,,night,potions,Ghost,Yes,721.0,F,185.0,61.0,1.0,sunlight,pesto pasta
8495,2023-09-25,Ghost,75.0,castle,vandalism,knife,dawn,potions,Ghost,Yes,913.0,M,169.0,43.0,2.0,sunlight,brain
8496,2023-04-17,Werewolf,57.0,forest,assault,knife,night,bones,Werewolf,Yes,1.0,M,178.0,91.0,2.0,silver,humans
8497,2021-05-07,Werewolf,27.0,forest,assault,axe,dawn,fur,Werewolf,No,126.0,F,155.0,58.0,6.0,garlic,brain
8498,2020-02-15,Skeleton,86.0,mountain,assault,axe,dawn,bones,Skeleton,No,398.0,M,156.0,39.0,3.0,silver,brain
8499,2022-06-08,Vampire,18.0,Mountain,nightly disturbance,,night,blood,Vampire,No,561.0,F,197.0,48.0,7.0,silver,lasagna
8500,2023-07-01,Witch,8.0,village,arson,,day,cloak,Witch,No,186.0,M,165.0,12.0,7.0,hazelnut,Brain
8501,2019-11-16,Werewolf,7.0,forest,assault,knife,night,fur,Werewolf,No,94.0,M,179.0,71.0,3.0,silver,brain
8502,2020-03-14,Zombie,5.0,swamp,murder,brute force,dawn,potions,Zombie,Yes,108.0,M,172.0,21.0,8.0,pumpkin,rats
8503,2022-01-02,Werewolf,27.0,village,vandalism,,night,teeth,Werewolf,Yes,130.0,F,157.0,84.0,2.0,silver,brain
8505,2021-05-07,Vampire,7.0,village,assault,brute force,night,teeth,Vampire,No,796.0,F,170.0,43.0,5.0,garlic,humans
8506,2023-07-18,Ghost,63.0,castle,vandalism,axe,night,cloak,Ghost,No,2046.0,M,156.0,88.0,10.0,pumpkin,lasagna
8507,2024-08-09,Witch,89.0,forest,kidnapping,pistol,day,potions,Witch,Yes,402.0,F,176.0,26.0,4.0,hazelnut,brain
8508,2023-07-12,Vampire,30.0,castle,assault,pistol,night,blood,Vampire,Yes,247.0,M,194.0,33.0,7.0,sunlight,humans
8509,2021-11-05,Werewolf,74.0,forest,assault,,day,fur,Werewolf,No,80.0,F,181.0,86.0,8.0,garlic,Lasagna
8510,2024-09-03,Werewolf,13.0,forest,vandalism,pistol,Dusk,fur,Werewolf,Yes,68.0,M,156.0,56.0,8.0,hazelnut,lasagna
8511,2020-06-06,Skeleton,35.0,mountain,vandalism,pistol,dusk,cloak,Skeleton,No,1396.0,F,183.0,22.0,3.0,silver,humans
8512,2019-12-08,Vampire,4.0,castle,assault,brute force,night,cloak,Vampire,Yes,330.0,F,151.0,50.0,7.0,sunlight,lasagna
8513,2021-06-20,Zombie,29.0,swamp,assault,axe,dawn,fur,Zombie,No,115.0,M,154.0,8.0,4.0,cat hair,humans
8514,2024-09-09,Ghost,40.0,village,nightly disturbance,pistol,night,cloak,Ghost,Yes,1053.0,F,152.0,76.0,10.0,sunlight,brain
8515,2024-10-12,Witch,19.0,village,arson,knife,day,potions,Witch,Yes,374.0,F,179.0,18.0,6.0,hazelnut,brain
8516,2023-06-20,Zombie,48.0,swamp,assault,knife,night,Fur,Zombie,No,91.0,F,175.0,15.0,5.0,sunlight,rats
8517,2021-12-29,Ghost,24.0,village,vandalism,axe,night,cloak,Ghost,Yes,1445.0,F,183.0,51.0,10.0,sunlight,humans
8518,2021-02-14,Werewolf,16.0,mountain,assault,,night,fur,Werewolf,Yes,194.0,F,186.0,71.0,9.0,silver,humans
8519,2021-12-17,Zombie,43.0,mountain,vandalism,pistol,dawn,bones,Zombie,Yes,43.0,F,171.0,6.0,5.0,sunlight,lasagna
8520,2022-09-05,Ghost,41.0,village,vandalism,knife,night,cloak,Ghost,Yes,2423.0,M,166.0,30.0,5.0,pumpkin,pesto pasta
8521,2023-10-22,Werewolf,66.0,forest,vandalism,,dusk,teeth,Werewolf,No,60.0,M,158.0,45.0,5.0,silver,lasagna
8522,2020-05-20,Werewolf,70.0,forest,kidnapping,,night,blood,Werewolf,Yes,1.0,F,186.0,82.0,7.0,Silver,humans
8523,2021-08-06,Werewolf,34.0,forest,vandalism,,night,fur,Werewolf,No,111.0,F,198.0,83.0,2.0,cat hair,pesto pasta
8524,2022-07-18,Werewolf,94.0,forest,assault,,Night,teeth,Werewolf,Yes,64.0,M,153.0,90.0,7.0,silver,humans
8525,2024-09-08,Werewolf,87.0,swamp,assault,axe,night,bones,Werewolf,Yes,75.0,m,160.0,99.0,8.0,garlic,brain
8526,2023-03-05,Skeleton,66.0,castle,nightly disturbance,pistol,night,bones,Skeleton,Yes,1152.0,M,157.0,21.0,10.0,silver,pesto pasta
8527,2022-10-22,Zombie,52.0,swamp,kidnapping,,dusk,teeth,Zombie,Yes,97.0,F,162.0,16.0,2.0,garlic,pesto pasta
8528,2020-04-27,Ghost,35.0,village,vandalism,brute force,night,potions,Ghost,Yes,1541.0,M,168.0,16.0,10.0,pumpkin,lasagna
8529,2020-11-14,Skeleton,70.0,castle,vandalism,knife,day,bones,Skeleton,No,1608.0,F,176.0,14.0,4.0,silver,pesto pasta
8530,2020-12-10,Skeleton,71.0,mountain,arson,axe,day,cloak,Skeleton,Yes,19.0,M,178.0,25.0,9.0,silver,lasagna
8531,2022-08-20,Vampire,27.0,castle,assault,,dawn,blood,Vampire,Yes,669.0,M,182.0,51.0,6.0,garlic,brain
8532,2022-05-24,Vampire,93.0,castle,theft,pistol,dawn,cloak,Vampire,No,423.0,M,168.0,42.0,5.0,garlic,humans
8533,2022-12-21,Vampire,82.0,village,nightly disturbance,axe,night,blood,Vampire,No,576.0,M,172.0,38.0,6.0,garlic,lasagna
8534,2023-10-28,Witch,82.0,forest,kidnapping,axe,dusk,potions,Witch,Yes,574.0,F,168.0,30.0,7.0,hazelnut,brain
8535,2019-12-13,Vampire,85.0,castle,assault,knife,night,blood,Vampire,Yes,447.0,F,151.0,49.0,2.0,garlic,lasagna
8536,2020-01-19,Ghost,19.0,village,nightly disturbance,pistol,night,cloak,Ghost,No,1452.0,F,178.0,15.0,10.0,sunlight,brain
8537,2021-03-19,Skeleton,48.0,mountain,assault,brute force,day,bones,Skeleton,Yes,2497.0,F,172.0,21.0,9.0,silver,pesto pasta
8538,2022-10-18,Ghost,94.0,village,nightly disturbance,axe,night,potions,Ghost,No,2801.0,M,165.0,58.0,9.0,sunlight,pesto pasta
8539,2021-07-15,Zombie,97.0,mountain,murder,pistol,dawn,potions,Zombie,Yes,142.0,m,172.0,21.0,6.0,garlic,lasagna
8540,2021-09-12,Vampire,60.0,castle,assault,,dusk,cloak,Vampire,Yes,238.0,F,186.0,46.0,1.0,garlic,pesto pasta
8541,2022-07-29,Witch,59.0,village,theft,brute force,dusk,bones,Witch,No,442.0,M,190.0,14.0,4.0,hazelnut,brain
8542,2022-01-12,Zombie,40.0,swamp,kidnapping,knife,night,bones,Zombie,No,91.0,F,156.0,13.0,4.0,garlic,lasagna
8543,2024-01-01,Witch,25.0,village,arson,knife,dusk,bones,Witch,No,294.0,M,156.0,25.0,1.0,hazelnut,brain
8544,2020-09-15,Zombie,60.0,village,kidnapping,axe,night,bones,Zombie,No,173.0,m,161.0,13.0,4.0,pumpkin,lasagna
8545,2019-12-06,Skeleton,94.0,castle,assault,,dawn,bones,Skeleton,Yes,447.0,F,175.0,23.0,3.0,silver,rats
8546,2021-10-09,Ghost,30.0,village,nightly disturbance,knife,night,potions,Ghost,Yes,833.0,M,175.0,61.0,10.0,sunlight,lasagna
8547,2023-08-31,Werewolf,76.0,mountain,assault,knife,night,fur,Werewolf,No,76.0,F,166.0,25.0,2.0,silver,humans
8548,2021-10-19,Ghost,12.0,village,vandalism,knife,night,potions,Ghost,No,691.0,M,173.0,36.0,10.0,cat hair,lasagna
8549,2021-10-26,Vampire,39.0,mountain,assault,pistol,dusk,blood,Vampire,Yes,626.0,F,173.0,58.0,6.0,Silver,brain
8550,2023-05-02,Werewolf,93.0,mountain,assault,,night,teeth,Werewolf,No,117.0,F,179.0,82.0,7.0,hazelnut,lasagna
8551,2021-07-10,Witch,14.0,village,kidnapping,knife,dawn,cloak,Witch,No,617.0,F,154.0,18.0,3.0,garlic,pesto pasta
8552,2021-02-24,Skeleton,75.0,mountain,arson,,night,cloak,Skeleton,No,902.0,M,159.0,4.0,6.0,silver,lasagna
8553,2022-08-21,Skeleton,95.0,mountain,assault,pistol,dawn,bones,Skeleton,No,,M,178.0,30.0,6.0,silver,pesto pasta
8554,2021-05-16,Witch,7.0,village,arson,knife,night,cloak,Witch,Yes,344.0,M,162.0,24.0,3.0,hazelnut,rats
8555,2024-05-18,Vampire,77.0,castle,assault,axe,night,teeth,Vampire,Yes,543.0,F,198.0,16.0,7.0,garlic,pesto pasta
8556,2020-03-04,Witch,24.0,swamp,arson,,day,bones,Witch,Yes,612.0,M,197.0,23.0,3.0,hazelnut,rats
8557,2023-05-03,Zombie,18.0,village,vandalism,,dusk,bones,Zombie,Yes,83.0,M,181.0,18.0,2.0,sunlight,pesto pasta
8558,2021-04-09,Vampire,38.0,forest,nightly disturbance,brute force,night,cloak,Vampire,No,1.0,m,191.0,47.0,5.0,silver,humans
8559,2024-10-02,Werewolf,90.0,village,assault,pistol,night,fur,Werewolf,No,219.0,M,196.0,100.0,7.0,silver,pesto pasta
8560,2021-12-30,Witch,59.0,village,arson,pistol,day,cloak,Witch,Yes,5.0,M,187.0,10.0,3.0,hazelnut,humans
8561,2024-10-26,Vampire,87.0,village,assault,brute force,dawn,cloak,Vampire,No,495.0,F,185.0,45.0,7.0,silver,lasagna
8562,2024-05-24,Werewolf,70.0,forest,nightly disturbance,axe,night,teeth,Werewolf,Yes,59.0,M,169.0,67.0,8.0,garlic,lasagna
8563,2019-12-29,Witch,29.0,swamp,assault,knife,dawn,cloak,Witch,No,423.0,M,198.0,19.0,4.0,hazelnut,rats
8564,2022-12-09,Skeleton,38.0,castle,nightly disturbance,axe,night,bones,Skeleton,No,1430.0,M,156.0,1.0,4.0,silver,humans
8565,2021-05-25,Witch,15.0,village,kidnapping,brute force,day,CLOAK,Witch,No,550.0,F,151.0,26.0,8.0,Hazelnut,humans
8566,2021-02-02,Ghost,9.0,castle,nightly disturbance,axe,night,cloak,Ghost,No,1.0,F,171.0,42.0,3.0,pumpkin,rats
8567,2020-09-04,Witch,69.0,village,arson,pistol,night,bones,Witch,No,457.0,F,196.0,14.0,3.0,pumpkin,rats
8568,2021-09-28,Ghost,7.0,forest,nightly disturbance,,night,potions,Ghost,Yes,1309.0,F,158.0,41.0,1.0,sunlight,humans
8569,2022-01-11,Werewolf,7.0,swamp,assault,axe,night,bones,Werewolf,Yes,35.0,M,171.0,67.0,6.0,silver,brain
8570,2023-07-06,Witch,71.0,swamp,arson,knife,dusk,bones,Witch,Yes,222.0,F,195.0,14.0,3.0,hazelnut,brain
8571,2020-08-06,Werewolf,69.0,forest,assault,pistol,night,teeth,Werewolf,Yes,97.0,M,175.0,87.0,7.0,silver,lasagna
8572,2020-04-26,Werewolf,49.0,forest,nightly disturbance,,night,fur,Werewolf,Yes,1.0,F,173.0,51.0,7.0,silver,brain
8573,2023-12-02,Vampire,87.0,castle,assault,knife,night,blood,Vampire,No,708.0,F,150.0,44.0,4.0,garlic,pesto pasta
8574,2021-12-20,Werewolf,67.0,forest,kidnapping,,night,blood,Werewolf,Yes,140.0,F,173.0,61.0,8.0,Cat hair,lasagna
8575,2022-09-30,Werewolf,76.0,forest,assault,pistol,night,bones,Werewolf,No,55.0,F,189.0,40.0,7.0,silver,pesto pasta
8576,2023-08-18,Witch,88.0,swamp,arson,knife,dusk,cloak,Witch,No,246.0,F,194.0,21.0,1.0,hazelnut,lasagna
8577,2023-04-06,Witch,87.0,VILLAGE,kidnapping,knife,day,bones,Witch,No,204.0,F,162.0,21.0,1.0,garlic,brain
8578,2024-09-20,Skeleton,76.0,forest,arson,brute force,day,bones,Skeleton,Yes,1127.0,M,161.0,26.0,3.0,silver,lasagna
8579,2023-05-03,Vampire,16.0,castle,assault,,night,blood,Vampire,No,520.0,M,159.0,38.0,5.0,sunlight,brain
8580,2023-09-04,Werewolf,16.0,forest,vandalism,knife,day,blood,Werewolf,Yes,32.0,M,164.0,75.0,1.0,silver,brain
8581,2021-02-06,Vampire,35.0,castle,assault,,night,blood,Vampire,No,895.0,M,174.0,35.0,7.0,garlic,rats
8582,2022-03-02,Ghost,12.0,castle,Vandalism,,dusk,potions,Ghost,Yes,1683.0,M,176.0,72.0,8.0,sunlight,brain
8583,2021-03-05,Werewolf,24.0,forest,vandalism,brute force,night,fur,Werewolf,No,32.0,F,186.0,54.0,5.0,silver,lasagna
8584,2023-01-15,Vampire,37.0,castle,nightly disturbance,knife,night,teeth,Vampire,Yes,622.0,M,192.0,33.0,6.0,silver,pesto pasta
8585,2020-09-06,Skeleton,99.0,,nightly disturbance,pistol,night,cloak,Skeleton,Yes,1455.0,M,160.0,1.0,9.0,silver,brain
8586,2022-03-21,Skeleton,12.0,castle,vandalism,brute force,night,bones,Skeleton,Yes,1196.0,F,193.0,41.0,6.0,silver,lasagna
8587,2021-07-30,Werewolf,84.0,forest,nightly disturbance,pistol,night,fur,Werewolf,No,63.0,F,154.0,25.0,6.0,silver,brain
8588,2023-03-22,GHOST,11.0,castle,nightly disturbance,,night,potions,GHOST,No,182.0,M,153.0,69.0,8.0,pumpkin,pesto pasta
8589,2021-09-03,Skeleton,33.0,castle,vandalism,,dawn,bones,Skeleton,Yes,1286.0,F,193.0,8.0,9.0,garlic,humans
8590,2022-05-06,Skeleton,30.0,mountain,nightly disturbance,knife,night,bones,Skeleton,Yes,1937.0,F,177.0,11.0,2.0,silver,rats
8591,2022-11-13,Ghost,26.0,castle,vandalism,,night,potions,Ghost,No,1936.0,F,178.0,48.0,6.0,pumpkin,brain
8592,2020-07-25,Vampire,80.0,forest,assault,brute force,dusk,blood,Vampire,Yes,534.0,M,158.0,39.0,7.0,GARLIC,pesto pasta
8593,2020-12-26,Skeleton,17.0,castle,vandalism,knife,day,cloak,Skeleton,No,440.0,M,155.0,32.0,3.0,silver,humans
8594,2023-06-27,Witch,29.0,swamp,kidnapping,,dusk,potions,Witch,Yes,381.0,M,198.0,24.0,2.0,hazelnut,rats
8595,2020-08-08,Zombie,94.0,village,murder,,dawn,bones,Zombie,Yes,89.0,M,150.0,19.0,1.0,pumpkin,humans
8596,2023-01-31,Zombie,79.0,village,kidnapping,knife,night,bones,Zombie,No,97.0,M,195.0,11.0,5.0,sunlight,brain
8597,2022-11-11,Skeleton,52.0,castle,nightly disturbance,knife,night,cloak,Skeleton,No,1.0,M,152.0,48.0,9.0,silver,lasagna
8598,2023-08-30,Vampire,55.0,castle,assault,axe,night,cloak,Vampire,Yes,241.0,M,181.0,38.0,6.0,garlic,rats
8599,2024-04-24,Vampire,89.0,mountain,theft,axe,night,blood,Vampire,No,282.0,F,152.0,45.0,6.0,garlic,humans
8600,2020-12-17,Werewolf,13.0,forest,assault,brute force,dusk,bones,Werewolf,No,107.0,M,188.0,25.0,7.0,sunlight,humans
8601,2024-08-30,Witch,32.0,forest,arson,,day,potions,Witch,No,670.0,F,167.0,19.0,1.0,garlic,humans
8602,2020-08-07,Vampire,39.0,castle,assault,pistol,night,cloak,Vampire,No,291.0,F,197.0,39.0,7.0,silver,pesto pasta
8603,2021-07-23,Ghost,39.0,castle,vandalism,,night,potions,Ghost,Yes,1309.0,M,169.0,45.0,2.0,silver,humans
8604,2023-09-09,Witch,76.0,swamp,kidnapping,axe,day,potions,Witch,No,462.0,F,181.0,23.0,4.0,silver,humans
8605,2023-10-13,Zombie,31.0,forest,kidnapping,pistol,day,potions,Zombie,No,96.0,F,185.0,19.0,5.0,silver,pesto pasta
8606,2022-10-06,Witch,20.0,village,kidnapping,,day,potions,Witch,No,315.0,F,179.0,21.0,2.0,hazelnut,rats
8607,2020-08-01,Ghost,18.0,castle,vandalism,,dusk,potions,Ghost,No,2733.0,F,191.0,81.0,10.0,sunlight,humans
8608,2022-03-28,Skeleton,89.0,mountain,arson,axe,day,bones,Skeleton,No,1337.0,M,194.0,49.0,4.0,hazelnut,pesto pasta
8609,2024-02-23,Ghost,53.0,village,nightly disturbance,brute force,night,cloak,Ghost,Yes,2561.0,M,161.0,72.0,9.0,garlic,pesto pasta
8610,2020-08-22,Ghost,66.0,village,vandalism,knife,night,cloak,Ghost,Yes,2352.0,M,166.0,32.0,10.0,hazelnut,brain
8611,2023-07-04,Skeleton,93.0,mountain,assault,axe,dusk,cloak,Skeleton,Yes,629.0,M,185.0,33.0,5.0,silver,brain
8612,2022-12-29,Skeleton,64.0,mountain,nightly disturbance,brute force,night,cloak,Skeleton,Yes,1508.0,F,154.0,25.0,8.0,silver,pesto pasta
8613,2020-09-17,Skeleton,16.0,castle,arson,,day,bones,Skeleton,No,1227.0,M,153.0,14.0,1.0,garlic,lasagna
8614,2021-08-10,Skeleton,78.0,mountain,nightly disturbance,,night,cloak,Skeleton,No,1049.0,F,161.0,22.0,1.0,cat hair,lasagna
8615,2020-03-16,Skeleton,51.0,mountain,assault,knife,day,bones,Skeleton,No,143.0,M,191.0,36.0,5.0,garlic,brain
8616,2022-12-14,Ghost,18.0,village,Nightly disturbance,brute force,night,cloak,Ghost,No,427.0,M,163.0,61.0,9.0,pumpkin,brain
8617,2022-10-25,Werewolf,46.0,forest,assault,axe,dusk,teeth,Werewolf,Yes,61.0,F,172.0,67.0,7.0,silver,lasagna
8618,2023-11-11,Werewolf,74.0,forest,assault,pistol,day,fur,Werewolf,No,48.0,F,177.0,100.0,6.0,silver,pesto pasta
8619,2020-06-28,Vampire,16.0,castle,assault,knife,dusk,cloak,Vampire,Yes,921.0,M,186.0,52.0,7.0,garlic,lasagna
8620,2020-11-10,Werewolf,78.0,mountain,assault,brute force,dusk,teeth,Werewolf,Yes,116.0,F,163.0,87.0,7.0,silver,pesto pasta
8621,2021-08-10,Zombie,11.0,village,kidnapping,axe,night,teeth,Zombie,Yes,93.0,F,165.0,13.0,5.0,sunlight,brain
8622,2024-07-14,Werewolf,92.0,mountain,assault,,night,potions,Werewolf,Yes,120.0,M,198.0,54.0,1.0,hazelnut,lasagna
8623,2024-10-04,Ghost,89.0,village,Vandalism,pistol,night,cloak,Ghost,Yes,1877.0,F,195.0,72.0,9.0,pumpkin,brain
8624,2020-08-23,Skeleton,61.0,castle,vandalism,brute force,dawn,bones,Skeleton,Yes,1561.0,F,150.0,25.0,8.0,hazelnut,lasagna
8625,2023-11-27,Skeleton,27.0,mountain,arson,brute force,night,cloak,Skeleton,No,152.0,F,171.0,35.0,3.0,garlic,rats
8626,2019-12-29,Ghost,23.0,castle,vandalism,axe,dusk,potions,Ghost,Yes,2017.0,F,175.0,36.0,9.0,pumpkin,lasagna
8627,2024-02-13,Zombie,47.0,village,assault,,dusk,bones,Zombie,Yes,135.0,F,165.0,19.0,4.0,cat hair,lasagna
8628,2021-08-12,Werewolf,81.0,mountain,assault,brute force,night,teeth,Werewolf,No,72.0,M,175.0,44.0,6.0,cat hair,lasagna
8629,2024-10-05,Ghost,30.0,castle,nightly disturbance,knife,night,potions,Ghost,No,4017.0,M,183.0,79.0,1.0,cat hair,rats
8630,2022-02-23,Vampire,60.0,castle,assault,axe,night,blood,Vampire,No,299.0,F,162.0,37.0,6.0,garlic,brain
