Index_Crimes,Date,Monster involved,Days of Investigation,Region,Crime Type,Crime Weapon,Time of Day,Evidence Found
6739,2023-01-14,Skeleton,57.0,castle,arson,pistol,dusk,bones
2693,2022-10-18,Ghost,44.0,village,nightly disturbance,axe,night,cloak
1718,2020-03-07,Vampire,6.0,forest,assault,axe,night,cloak
1317,2024-08-20,Witch,55.0,swamp,kidnapping,N/A,dusk,potions
1610,2024-03-10,Werewolf,12.0,forest,assault,brute force,night,blood
256,2023-03-25,Vampire,70.0,village,assault,pistol,night,cloak
6702,2024-02-13,Ghost,75.0,village,arson,N/A,night,potions
7013,2023-06-16,Ghost,72.0,village,nightly disturbance,knife,night,potions
8048,2020-01-03,Zombie,7.0,village,kidnapping,brute force,night,bones
4757,2020-07-15,Werewolf,97.0,forest,assault,N/A,dusk,fur
71,2023-04-18,Zombie,84.0,forest,murder,knife,dawn,teeth
9544,2024-04-23,Vampire,91.0,castle,nightly disturbance,axe,night,blood
8965,2022-11-02,Ghost,45.0,castle,arson,axe,night,cloak
2942,2022-05-23,Ghost,66.0,castle,Nightly disturbance,N/A,night,cloak
8450,2021-03-19,Skeleton,48.0,mountain,assault,brute force,day,bones
3067,2023-02-06,Vampire,85.0,castle,theft,brute force,night,blood
6627,2023-05-05,Witch,36.0,village,arson,knife,day,teeth
5831,2020-12-01,Vampire,69.0,village,nightly disturbance,N/A,night,blood
3505,2023-10-09,Werewolf,56.0,swamp,nightly disturbance,knife,night,blood
7220,2022-09-05,Zombie,78.0,swamp,vandalism,axe,dawn,BONES
5358,2022-11-09,Witch,21.0,swamp,kidnapping,brute force,dawn,potions
5985,2020-09-07,Vampire,22.0,forest,nightly disturbance,axe,night,cloak
3167,2020-04-08,Zombie,59.0,swamp,assault,axe,dusk,bones
8771,2024-10-10,Vampire,93.0,forest,murder,N/A,night,blood
4595,2024-01-09,Zombie,87.0,forest,assault,N/A,night,teeth
4517,2021-05-13,Skeleton,39.0,forest,assault,brute force,day,bones
2335,2020-05-24,Witch,90.0,village,kidnapping,N/A,day,bones
2127,2022-04-11,Vampire,31.0,castle,assault,pistol,night,blood
6362,2022-05-14,Zombie,4.0,mountain,kidnapping,pistol,night,potions
6638,2020-05-29,Witch,64.0,village,arson,pistol,night,cloak
5808,2024-09-17,Werewolf,62.0,forest,nightly disturbance,pistol,night,blood
4161,2023-09-25,Zombie,56.0,mountain,kidnapping,pistol,dawn,potions
385,2022-12-11,Vampire,42.0,castle,murder,N/A,Night,blood
4937,2023-10-04,Ghost,42.0,village,vandalism,knife,night,cloak
6417,2024-07-30,Skeleton,70.0,swamp,nightly disturbance,N/A,night,bones
4242,2021-10-19,Witch,89.0,swamp,arson,brute force,dusk,potions
7184,2021-05-16,Werewolf,26.0,swamp,nightly disturbance,pistol,night,fur
5082,2022-03-06,Skeleton,92.0,mountain,nightly disturbance,pistol,night,bones
9144,2020-04-23,skeleton,77.0,mountain,assault,pistol,day,bones
7202,2021-10-04,Zombie,38.0,swamp,assault,brute force,night,teeth
4476,2021-01-05,Skeleton,49.0,forest,arson,N/A,day,bones
6478,2022-12-03,Skeleton,16.0,castle,vandalism,pistol,night,bones
6455,2022-12-23,Vampire,60.0,village,nightly disturbance,N/A,night,cloak
9887,2019-11-28,Witch,20.0,village,arson,knife,dusk,cloak
2407,2022-07-10,Ghost,82.0,castle,nightly disturbance,N/A,night,potions
9138,2022-06-20,Witch,65.0,village,arson,N/A,dusk,bones
9130,2021-07-28,Skeleton,29.0,castle,nightly disturbance,knife,night,bones
8091,2023-12-11,Werewolf,65.0,forest,assault,axe,night,blood
3598,2021-11-27,Werewolf,35.0,forest,assault,N/A,night,fur
6437,2020-08-24,Zombie,98.0,swamp,assault,axe,night,teeth
3613,2020-11-18,Skeleton,49.0,forest,nightly disturbance,N/A,night,bones
1249,2020-03-24,Ghost,64.0,village,vandalism,pistol,night,potions
2409,2021-11-28,Witch,21.0,village,arson,knife,day,bones
9241,2021-03-12,Skeleton,81.0,castle,nightly disturbance,N/A,Night,bones
9637,2022-09-28,Werewolf,17.0,forest,assault,N/A,dawn,fur
7706,2023-05-24,Vampire,64.0,village,Assault,axe,night,blood
3633,2022-07-06,Werewolf,77.0,forest,assault,axe,night,blood
8976,2022-12-30,Skeleton,64.0,mountain,arson,knife,day,cloak
573,2023-12-16,Werewolf,68.0,forest,assault,brute force,night,blood
8100,2023-11-23,Werewolf,66.0,forest,nightly disturbance,knife,night,fur
5007,2024-05-02,Witch,79.0,forest,kidnapping,knife,night,potions
5763,2020-01-10,Skeleton,23.0,mountain,assault,axe,Dawn,cloak
7317,2023-03-24,Vampire,78.0,castle,assault,axe,dusk,blood
1635,2020-08-05,Vampire,51.0,castle,nightly disturbance,axe,night,cloak
6468,2021-06-10,Zombie,93.0,mountain,murder,knife,night,blood
4231,2022-07-28,Ghost,4.0,village,nightly disturbance,knife,night,potions
578,2023-08-01,Vampire,60.0,village,assault,N/A,night,blood
7305,2020-05-01,Werewolf,51.0,mountain,ASSAULT,axe,night,Blood
4730,2022-05-15,Skeleton,82.0,swamp,nightly disturbance,knife,night,cloak
8510,2022-11-11,Skeleton,52.0,castle,nightly disturbance,knife,night,cloak
6665,2023-01-19,Vampire,40.0,village,theft,pistol,night,Teeth
2870,2021-07-09,Zombie,94.0,village,kidnapping,pistol,night,bones
2866,2023-05-06,Zombie,30.0,village,kidnapping,brute force,dusk,bones
8102,2022-10-22,Witch,88.0,swamp,arson,knife,dawn,cloak
6942,2023-06-19,Vampire,66.0,village,assault,pistol,night,blood
5842,2024-08-13,Witch,51.0,village,kidnapping,N/A,night,cloak
1756,2023-04-12,Ghost,90.0,castle,vandalism,knife,night,potions
5427,2024-05-11,Vampire,49.0,castle,nightly disturbance,brute force,night,blood
9432,2020-01-15,Vampire,80.0,castle,assault,pistol,night,teeth
2092,2022-12-17,Skeleton,24.0,mountain,vandalism,axe,day,bones
5619,2022-05-21,Zombie,32.0,swamp,murder,N/A,dawn,teeth
9643,2022-11-24,Ghost,69.0,village,nightly disturbance,knife,night,cloak
4784,2024-08-23,Witch,34.0,swamp,arson,N/A,dusk,teeth
7801,2021-05-09,Skeleton,85.0,mountain,arson,axe,day,bones
2980,2020-03-28,Vampire,44.0,village,assault,axe,night,teeth
1581,2023-05-30,Skeleton,3.0,mountain,nightly disturbance,knife,night,bones
262,2023-09-11,Vampire,57.0,castle,theft,knife,night,cloak
9691,2021-06-24,Ghost,49.0,castle,nightly disturbance,pistol,night,cloak
367,2022-07-11,Ghost,50.0,castle,vandalism,knife,dusk,potions
1004,2021-11-09,Ghost,78.0,castle,THEFT,knife,night,cloak
2425,2024-06-26,Vampire,97.0,village,murder,brute force,night,teeth
4709,2021-08-29,Witch,65.0,swamp,arson,axe,dusk,bones
9208,2022-06-29,Witch,17.0,swamp,arson,axe,day,potions
8349,2022-04-19,Ghost,84.0,village,vandalism,knife,night,cloak
2509,2021-03-05,Zombie,87.0,swamp,murder,knife,dawn,teeth
654,2023-12-27,vampire,82.0,castle,assault,knife,dusk,blood
8519,2022-10-06,Witch,20.0,village,kidnapping,N/A,day,potions
7914,2019-11-17,Vampire,13.0,castle,nightly disturbance,N/A,night,blood
5195,2023-10-12,Vampire,73.0,village,theft,N/A,dusk,cloak
6240,2023-05-27,Witch,51.0,village,arson,brute force,dusk,potions
2649,2022-04-07,Skeleton,36.0,mountain,nightly disturbance,knife,night,bones
1651,2021-08-29,Ghost,21.0,castle,vandalism,knife,dusk,cloak
8621,2023-03-28,Vampire,87.0,castle,nightly disturbance,knife,night,blood
5420,2024-01-17,Vampire,1.0,castle,assault,brute force,dawn,blood
2926,2023-11-14,Ghost,98.0,village,vandalism,knife,night,cloak
8925,2023-09-12,Witch,31.0,village,kidnapping,knife,dawn,potions
1971,2021-10-16,Zombie,47.0,swamp,murder,N/A,dusk,bones
8527,2021-08-10,Skeleton,78.0,mountain,nightly disturbance,N/A,night,cloak
972,2024-06-26,Werewolf,34.0,mountain,assault,pistol,night,fur
6549,2024-03-22,Vampire,16.0,village,theft,pistol,night,blood
7418,2020-07-01,Skeleton,28.0,mountain,arson,axe,night,bones
4440,2020-04-01,Zombie,57.0,swamp,vandalism,brute force,dusk,teeth
8479,2021-02-02,Ghost,9.0,castle,nightly disturbance,axe,night,cloak
9259,2023-09-20,Zombie,91.0,mountain,kidnapping,N/A,dusk,bones
5404,2021-11-27,Witch,2.0,swamp,arson,axe,dusk,potions
3643,2024-03-05,Werewolf,13.0,swamp,assault,knife,night,blood
1956,2020-02-12,Witch,73.0,forest,arson,N/A,day,blood
1041,2021-09-17,witch,75.0,swamp,kidnapping,pistol,dusk,cloak
6288,2020-08-12,Skeleton,13.0,castle,vandalism,N/A,dusk,cloak
6293,2022-02-14,zombie,97.0,Swamp,vandalism,N/A,dawn,potions
4084,2023-09-15,Witch,5.0,swamp,arson,brute force,night,potions
7086,2023-08-31,Zombie,5.0,village,assault,brute force,night,potions
5085,2024-10-14,Skeleton,27.0,castle,nightly disturbance,knife,night,bones
9172,2023-01-04,Zombie,20.0,swamp,kidnapping,knife,night,potions
4586,2019-11-16,Werewolf,34.0,swamp,vandalism,N/A,night,bones
2633,2021-06-26,Ghost,49.0,castle,vandalism,axe,night,potions
6030,2023-09-08,Ghost,26.0,forest,vandalism,knife,night,potions
623,2020-06-22,Ghost,73.0,village,nightly disturbance,pistol,night,potions
6718,2024-08-03,Ghost,48.0,village,vandalism,knife,dusk,cloak
6933,2022-09-24,Witch,35.0,swamp,kidnapping,knife,dusk,potions
9461,2023-07-20,Skeleton,58.0,castle,arson,N/A,day,bones
9759,2020-09-04,Skeleton,60.0,swamp,assault,N/A,dusk,bones
8282,2021-06-14,Vampire,8.0,castle,nightly disturbance,N/A,night,teeth
9001,2023-01-11,Vampire,4.0,forest,assault,axe,night,blood
8971,2023-12-28,Skeleton,94.0,mountain,nightly disturbance,pistol,night,cloak
8907,2020-06-27,Ghost,36.0,castle,arson,knife,night,cloak
6610,2022-09-17,Werewolf,27.0,mountain,assault,axe,night,blood
898,2022-06-01,Zombie,61.0,swamp,vandalism,N/A,dusk,bones
1408,2024-10-03,Zombie,3.0,mountain,kidnapping,pistol,dawn,teeth
7035,2022-02-06,Zombie,33.0,swamp,murder,axe,night,teeth
2352,2020-09-09,Witch,22.0,village,arson,knife,dusk,potions
4324,2024-03-15,Zombie,11.0,swamp,kidnapping,knife,dawn,bones
6118,2020-05-29,Ghost,8.0,castle,theft,pistol,night,cloak
5684,2021-01-30,Ghost,84.0,castle,nightly disturbance,N/A,night,potions
4538,2023-10-10,Witch,14.0,swamp,arson,knife,dusk,bones
6102,2023-09-11,Werewolf,57.0,forest,assault,brute force,night,bones
7437,2024-09-12,Skeleton,85.0,swamp,Assault,axe,dusk,cloak
6849,2024-10-28,Ghost,4.0,village,theft,knife,night,potions
2140,2021-09-24,Vampire,85.0,village,nightly disturbance,brute force,night,teeth
1873,2020-03-28,Vampire,59.0,castle,assault,brute force,dawn,blood
126,2024-06-08,Zombie,96.0,swamp,assault,pistol,day,potions
7580,2022-11-05,Witch,35.0,swamp,arson,knife,night,cloak
3332,2024-02-22,Vampire,73.0,forest,assault,pistol,night,cloak
2078,2021-06-13,Werewolf,68.0,forest,assault,brute force,night,blood
495,2021-01-03,Zombie,47.0,forest,kidnapping,knife,dawn,potions
6625,2022-10-26,Vampire,8.0,castle,assault,brute force,night,cloak
4117,2020-05-18,Vampire,21.0,castle,nightly disturbance,N/A,night,cloak
8417,2022-01-02,Werewolf,27.0,village,vandalism,N/A,night,teeth
1451,2024-08-17,Vampire,98.0,castle,nightly disturbance,brute force,night,blood
6319,2022-05-09,Vampire,24.0,forest,assault,pistol,night,teeth
3191,2021-02-03,Vampire,75.0,castle,assault,N/A,night,cloak
2194,2022-04-22,vampire,13.0,castle,assault,axe,night,cloak
4593,2021-01-08,Witch,25.0,village,arson,knife,night,blood
7353,2022-05-30,Werewolf,92.0,forest,assault,pistol,night,teeth
3823,2021-01-04,Zombie,59.0,forest,assault,knife,night,teeth
3324,2022-06-09,Skeleton,39.0,mountain,nightly disturbance,brute force,night,bones
2343,2020-01-15,Vampire,72.0,castle,nightly disturbance,axe,night,cloak
1831,2021-08-23,Witch,83.0,mountain,theft,knife,day,blood
2932,2022-09-18,Witch,63.0,swamp,arson,brute force,day,cloak
8734,2021-09-15,Zombie,5.0,forest,kidnapping,knife,night,potions
14,2020-04-25,Werewolf,28.0,forest,assault,N/A,night,blood
213,2022-09-03,Vampire,51.0,castle,assault,axe,night,blood
1036,2022-06-07,Werewolf,85.0,forest,assault,brute force,night,teeth
8181,2024-02-26,Ghost,97.0,castle,theft,knife,night,potions
3537,2020-08-18,Werewolf,3.0,mountain,assault,pistol,night,teeth
5988,2023-09-03,Zombie,72.0,swamp,assault,axe,dusk,teeth
4435,2021-05-02,Witch,74.0,village,arson,axe,dawn,potions
7928,2022-08-18,Ghost,65.0,village,vandalism,axe,night,cloak
2216,2020-05-01,Zombie,1.0,swamp,assault,brute force,dusk,potions
6100,2024-07-06,Werewolf,40.0,forest,assault,N/A,night,blood
3257,2022-10-07,Skeleton,19.0,mountain,vandalism,knife,day,Bones
8082,2021-11-23,Vampire,17.0,castle,nightly disturbance,pistol,night,blood
1447,2021-03-02,Werewolf,28.0,forest,kidnapping,pistol,night,fur
9013,2021-08-04,Vampire,97.0,forest,nightly disturbance,N/A,night,teeth
3338,2021-11-20,Ghost,9.0,castle,nightly disturbance,brute force,night,potions
8314,2023-04-13,Ghost,42.0,castle,vandalism,N/A,night,cloak
4394,2021-05-27,Witch,97.0,swamp,kidnapping,brute force,night,cloak
5476,2020-12-16,Vampire,70.0,castle,assault,N/A,night,cloak
8363,2021-03-10,Vampire,10.0,mountain,theft,pistol,dawn,blood
1182,2023-03-03,Vampire,41.0,forest,assault,N/A,dawn,blood
8060,2020-02-07,Zombie,63.0,forest,murder,KNIFE,dusk,fur
5322,2021-08-12,Witch,16.0,village,arson,knife,dawn,potions
375,2022-01-06,Witch,18.0,swamp,ARSON,axe,night,blood
6311,2022-02-24,Vampire,44.0,village,nightly disturbance,axe,night,blood
4301,2022-08-08,Werewolf,22.0,forest,assault,knife,night,fur
4074,2021-12-10,Vampire,91.0,forest,assault,axe,night,teeth
3012,2021-09-11,Ghost,26.0,village,vandalism,knife,dusk,potions
5765,2023-10-19,Zombie,3.0,swamp,kidnapping,brute force,day,bones
9388,2023-11-15,Witch,93.0,swamp,arson,N/A,dawn,cloak
5145,2020-10-24,Witch,15.0,village,kidnapping,pistol,dawn,cloak
8851,2024-08-24,Witch,58.0,village,kidnapping,AXE,night,blood
7503,2022-05-10,Werewolf,54.0,mountain,vandalism,knife,night,bones
4930,2021-02-25,Vampire,78.0,castle,nightly disturbance,knife,night,cloak
1395,2022-02-26,Werewolf,77.0,forest,vandalism,axe,night,fur
5362,2021-02-27,Zombie,95.0,swamp,vandalism,knife,night,potions
4006,2024-05-26,Ghost,53.0,castle,nightly disturbance,pistol,night,cloak
9269,2022-07-22,Zombie,99.0,village,assault,pistol,dusk,bones
3120,2024-02-27,Werewolf,4.0,swamp,assault,pistol,dusk,blood
97,2021-10-26,Ghost,76.0,village,nightly disturbance,brute force,night,potions
2440,2021-12-28,Zombie,89.0,mountain,assault,pistol,dawn,potions
2405,2020-02-13,Werewolf,71.0,forest,nightly disturbance,axe,night,teeth
1477,2020-05-21,Witch,56.0,village,arson,knife,dawn,cloak
3456,2020-06-28,Witch,84.0,mountain,arson,pistol,dawn,potions
3850,2020-04-04,Ghost,12.0,village,nightly disturbance,pistol,night,cloak
8604,2024-01-28,Werewolf,59.0,mountain,assault,axe,night,fur
408,2020-04-11,Zombie,21.0,swamp,kidnapping,axe,dawn,blood
8112,2022-12-16,Ghost,27.0,castle,vandalism,N/A,DUSK,cloak
5558,2024-04-11,Vampire,65.0,castle,assault,knife,night,cloak
614,2021-10-18,Skeleton,88.0,castle,nightly disturbance,pistol,night,cloak
2793,2020-07-18,Ghost,98.0,village,nightly disturbance,axe,night,potions
1590,2024-08-11,Vampire,10.0,village,nightly disturbance,axe,night,blood
9106,2021-05-10,Witch,6.0,village,kidnapping,knife,night,potions
3587,2022-10-19,Vampire,99.0,castle,assault,axe,night,blood
9146,2022-01-09,Werewolf,26.0,forest,assault,pistol,dawn,potions
8174,2021-07-09,Ghost,65.0,castle,vandalism,N/A,night,potions
8111,2020-10-30,Vampire,96.0,castle,Assault,N/A,night,blood
6985,2021-02-12,Ghost,13.0,castle,vandalism,N/A,night,potions
4902,2020-08-16,Werewolf,50.0,forest,assault,axe,dusk,teeth
7675,2021-06-02,Witch,90.0,swamp,kidnapping,knife,dusk,cloak
5459,2023-08-17,Zombie,54.0,swamp,kidnapping,knife,day,blood
8724,2024-04-06,Witch,46.0,mountain,theft,knife,dusk,cloak
9082,2020-05-28,Zombie,93.0,forest,Assault,pistol,night,fur
1874,2020-04-12,Zombie,30.0,swamp,murder,knife,night,potions
4377,2024-08-27,Witch,54.0,village,arson,axe,day,blood
4171,2024-08-03,Zombie,13.0,swamp,murder,N/A,night,blood
7429,2024-07-31,Skeleton,17.0,mountain,assault,axe,day,bones
3914,2023-10-26,Ghost,95.0,castle,arson,pistol,night,Cloak
4431,2022-07-28,Skeleton,85.0,mountain,nightly disturbance,axe,night,bones
316,2023-07-10,Witch,19.0,swamp,kidnapping,axe,night,potions
1117,2022-07-17,Witch,4.0,swamp,kidnapping,N/A,dusk,cloak
8564,2023-01-03,Witch,69.0,swamp,arson,knife,dusk,bones
6892,2022-08-21,Vampire,22.0,forest,nightly disturbance,N/A,night,blood
2976,2020-12-01,Skeleton,61.0,castle,nightly disturbance,knife,night,bones
8392,2023-12-02,Zombie,3.0,village,murder,pistol,day,bones
4920,2023-05-27,Werewolf,52.0,mountain,assault,brute force,night,fur
8404,2020-10-12,VAMPIRE,20.0,castle,assault,knife,dusk,cloak
330,2022-01-31,Zombie,44.0,mountain,murder,brute force,day,bones
5477,2024-06-09,Skeleton,70.0,castle,arson,pistol,dusk,cloak
7331,2021-06-23,Werewolf,81.0,mountain,assault,axe,night,blood
4708,2022-11-01,Zombie,16.0,village,assault,axe,night,teeth
32,2021-01-23,Skeleton,75.0,forest,assault,knife,day,bones
4530,2021-07-16,Zombie,5.0,swamp,kidnapping,N/A,dusk,blood
6105,2024-04-24,Skeleton,64.0,mountain,nightly disturbance,knife,night,bones
2318,2021-11-09,Witch,42.0,village,kidnapping,knife,dusk,cloak
6565,2021-10-14,Zombie,2.0,mountain,vandalism,N/A,day,teeth
9023,2022-05-12,Ghost,2.0,castle,nightly disturbance,brute force,night,cloak
3726,2022-02-20,Witch,73.0,village,arson,N/A,night,teeth
7787,2024-05-12,Zombie,72.0,swamp,kidnapping,N/A,dawn,potions
7996,2022-11-12,Witch,32.0,forest,arson,N/A,dusk,cloak
3446,2021-12-07,Witch,76.0,swamp,assault,knife,day,potions
3065,2023-11-15,Werewolf,98.0,forest,nightly disturbance,knife,night,teeth
6833,2022-04-29,Vampire,32.0,castle,nightly disturbance,N/A,night,cloak
6206,2021-01-28,Skeleton,51.0,mountain,vandalism,pistol,dusk,cloak
2347,2024-02-15,Werewolf,36.0,mountain,assault,knife,night,fur
6165,2022-09-27,Ghost,98.0,forest,vandalism,knife,night,cloak
4165,2021-07-05,Zombie,81.0,mountain,kidnapping,N/A,day,teeth
7798,2022-05-19,Witch,90.0,mountain,arson,knife,dawn,cloak
6730,2021-12-02,Ghost,53.0,village,theft,N/A,night,potions
2006,2024-09-14,Ghost,80.0,village,nightly disturbance,axe,night,cloak
603,2021-01-28,Skeleton,63.0,mountain,nightly disturbance,axe,night,cloak
1661,2022-10-21,Zombie,33.0,swamp,kidnapping,N/A,night,teeth
744,2023-01-20,Ghost,59.0,castle,theft,knife,night,cloak
8614,2024-09-08,Werewolf,44.0,swamp,assault,knife,night,blood
893,2020-04-18,Ghost,72.0,castle,nightly disturbance,N/A,night,cloak
7498,2021-11-30,Vampire,28.0,village,assault,N/A,night,cloak
6123,2023-01-07,Ghost,62.0,castle,vandalism,axe,night,cloak
8670,2022-03-13,Skeleton,80.0,forest,nightly disturbance,knife,night,bones
2880,2023-09-09,Ghost,30.0,castle,vandalism,knife,night,cloak
3281,2023-01-04,Vampire,4.0,village,nightly disturbance,N/A,night,blood
7932,2021-09-22,Vampire,85.0,castle,murder,knife,night,blood
2175,2022-06-06,Zombie,97.0,swamp,assault,N/A,dawn,potions
9530,2023-02-22,Skeleton,18.0,castle,arson,N/A,day,bones
7646,2024-01-12,Werewolf,45.0,mountain,nightly disturbance,N/A,night,blood
8763,2022-05-26,werewolf,54.0,forest,kidnapping,brute force,night,fur
7313,2021-10-10,Werewolf,92.0,forest,assault,N/A,day,fur
1404,2020-11-23,Werewolf,14.0,mountain,nightly disturbance,N/A,night,blood
6127,2023-04-03,Zombie,27.0,mountain,assault,N/A,dusk,potions
4415,2024-09-08,Witch,30.0,forest,arson,knife,dusk,potions
5554,2021-11-30,Skeleton,42.0,castle,arson,knife,day,bones
123,2024-03-06,Ghost,41.0,village,vandalism,N/A,dusk,potions
6459,2023-06-16,Ghost,37.0,village,nightly disturbance,knife,night,cloak
4000,2024-05-02,Werewolf,25.0,forest,vandalism,pistol,day,fur
1728,2020-01-30,Skeleton,32.0,castle,arson,N/A,day,cloak
2524,2022-12-07,Werewolf,49.0,village,nightly disturbance,axe,night,blood
1561,2020-08-18,Witch,22.0,swamp,arson,knife,dusk,blood
8779,2022-02-15,Werewolf,88.0,forest,assault,knife,night,blood
76,2020-11-26,Werewolf,89.0,forest,assault,brute force,night,fur
4751,2024-03-20,Ghost,50.0,village,nightly disturbance,brute force,night,cloak
3623,2024-09-13,Witch,66.0,village,assault,axe,dusk,potions
9652,2022-10-09,Skeleton,18.0,mountain,vandalism,knife,dawn,bones
5041,2021-09-08,Zombie,79.0,swamp,kidnapping,knife,night,blood
8525,2022-12-29,Skeleton,64.0,mountain,nightly disturbance,brute force,night,cloak
8615,2022-05-24,Zombie,84.0,swamp,kidnapping,N/A,dusk,blood
7217,2020-09-25,Werewolf,34.0,forest,assault,axe,night,fur
2275,2021-12-29,Ghost,73.0,castle,vandalism,axe,night,cloak
4909,2022-09-28,Vampire,91.0,castle,nightly disturbance,brute force,night,blood
3300,2022-07-03,Vampire,13.0,village,nightly disturbance,knife,night,blood
5951,2022-08-28,Zombie,63.0,swamp,murder,pistol,day,teeth
3679,2022-03-03,Witch,33.0,village,kidnapping,knife,dawn,cloak
9673,2020-07-05,Witch,12.0,village,arson,brute force,night,cloak
5458,2023-01-12,Ghost,73.0,village,nightly disturbance,axe,night,potions
4660,2020-07-26,Werewolf,67.0,forest,vandalism,pistol,night,teeth
1566,2022-05-28,Ghost,16.0,castle,theft,N/A,night,potions
1144,2023-05-28,Ghost,26.0,village,theft,brute force,night,potions
4169,2020-06-21,Zombie,64.0,village,kidnapping,axe,night,bones
8228,2021-07-06,Zombie,41.0,mountain,assault,axe,dusk,potions
6076,2020-01-31,Skeleton,53.0,mountain,vandalism,brute force,dawn,bones
1615,2022-08-12,Skeleton,34.0,castle,arson,knife,dusk,bones
9805,2024-02-03,Vampire,61.0,castle,assault,pistol,night,blood
1916,2022-02-27,Werewolf,65.0,forest,assault,brute force,dusk,fur
2126,2020-04-27,Ghost,89.0,castle,vandalism,axe,night,cloak
4124,2023-09-07,Ghost,1.0,castle,Nightly disturbance,knife,night,cloak
2243,2023-10-31,Witch,92.0,swamp,arson,N/A,day,potions
281,2021-02-12,Vampire,80.0,forest,nightly disturbance,N/A,night,cloak
3884,2022-01-19,Skeleton,14.0,castle,assault,knife,dawn,bones
2294,2022-01-09,Werewolf,90.0,forest,kidnapping,pistol,dawn,teeth
8862,2020-06-09,Vampire,29.0,village,theft,brute force,night,cloak
1950,2024-09-22,Skeleton,68.0,mountain,arson,knife,day,bones
2865,2024-10-23,Werewolf,53.0,forest,assault,brute force,dusk,potions
3061,2024-03-06,Ghost,50.0,castle,THEFT,axe,night,cloak
2665,2020-08-17,Vampire,20.0,forest,theft,pistol,dawn,teeth
7912,2024-04-02,Zombie,51.0,village,kidnapping,pistol,dawn,blood
3553,2022-12-11,Ghost,39.0,village,vandalism,axe,dusk,cloak
5589,2024-02-01,Ghost,67.0,castle,arson,N/A,night,potions
3150,2021-05-12,Witch,74.0,swamp,arson,N/A,dawn,CLOAK
4255,2020-07-30,Ghost,31.0,castle,theft,knife,night,cloak
5475,2022-04-08,Zombie,64.0,mountain,kidnapping,N/A,dawn,fur
9065,2021-12-31,Werewolf,67.0,village,nightly disturbance,N/A,night,bones
1399,2021-03-12,Werewolf,45.0,forest,assault,brute force,night,fur
5463,2024-01-27,Skeleton,52.0,mountain,vandalism,axe,dusk,cloak
5278,2019-11-22,Skeleton,87.0,castle,arson,knife,dusk,bones
8512,2024-04-24,Vampire,89.0,mountain,theft,axe,night,blood
2954,2023-06-30,Vampire,24.0,mountain,assault,N/A,night,blood
3568,2021-12-08,Ghost,10.0,village,Nightly disturbance,knife,night,cloak
7951,2024-01-26,Witch,65.0,village,kidnapping,N/A,night,potions
8015,2023-11-14,Vampire,90.0,village,assault,knife,night,cloak
3546,2023-02-22,Skeleton,97.0,swamp,arson,N/A,Dawn,bones
8834,2024-02-19,Zombie,88.0,forest,assault,axe,day,potions
5762,2023-12-16,Witch,46.0,village,arson,axe,night,potions
9127,2021-03-14,Witch,4.0,village,arson,N/A,night,cloak
3824,2024-09-10,Skeleton,14.0,castle,arson,knife,dusk,Bones
7045,2021-06-01,Vampire,22.0,castle,nightly disturbance,axe,night,blood
9766,2023-10-18,Vampire,3.0,castle,murder,brute force,dusk,blood
3309,2021-04-28,Witch,26.0,forest,arson,knife,day,cloak
247,2020-07-13,Witch,56.0,mountain,kidnapping,N/A,dusk,teeth
5319,2020-01-06,Zombie,98.0,swamp,kidnapping,knife,dawn,bones
6017,2021-04-20,Ghost,28.0,village,theft,brute force,night,potions
7486,2021-05-03,Witch,74.0,swamp,arson,N/A,day,bones
2884,2022-02-27,Ghost,82.0,village,theft,knife,dusk,potions
3301,2021-08-22,Vampire,87.0,castle,nightly disturbance,axe,night,blood
6509,2023-08-28,Werewolf,73.0,forest,kidnapping,knife,day,blood
7480,2024-08-29,Werewolf,23.0,forest,vandalism,knife,dusk,teeth
7831,2024-04-23,Vampire,48.0,castle,theft,knife,night,teeth
5143,2024-07-26,Witch,46.0,swamp,kidnapping,N/A,day,cloak
4587,2023-04-01,Skeleton,95.0,mountain,assault,N/A,dusk,bones
5474,2023-08-29,Vampire,15.0,village,theft,axe,dusk,teeth
962,2021-07-29,Skeleton,10.0,castle,vandalism,pistol,day,bones
1258,2021-06-12,Skeleton,75.0,castle,nightly disturbance,pistol,night,BONES
3212,2022-07-03,Werewolf,93.0,forest,assault,knife,night,fur
7235,2024-05-03,Vampire,8.0,castle,assault,brute force,night,blood
9760,2023-10-02,Ghost,70.0,castle,nightly disturbance,axe,night,potions
3141,2023-09-12,Vampire,43.0,forest,assault,axe,night,blood
5983,2022-06-27,Skeleton,15.0,castle,nightly disturbance,knife,night,bones
5573,2024-03-02,Zombie,64.0,forest,kidnapping,knife,night,potions
9081,2020-02-01,Skeleton,52.0,castle,assault,knife,dusk,cloak
675,2022-01-31,Zombie,96.0,swamp,kidnapping,N/A,night,bones
8891,2022-08-14,Skeleton,33.0,castle,nightly disturbance,N/A,night,bones
8407,2020-12-14,Skeleton,61.0,mountain,arson,brute force,dawn,bones
8785,2021-03-14,Vampire,71.0,castle,assault,brute force,night,blood
5877,2024-03-13,Zombie,36.0,mountain,kidnapping,N/A,dawn,teeth
5731,2021-04-16,Skeleton,69.0,mountain,arson,N/A,dawn,bones
6466,2024-04-21,Ghost,7.0,village,nightly disturbance,brute force,night,potions
