Index_Monster,Monster,Criminal record,Age,Gender,Height in cm,Speed Level,Strength Level,Allergy,Favorite Food
4616,Ghost,Yes,312.0,F,171.0,33.0,8.0,silver,pesto pasta
1503,Witch,Yes,509.0,M,179.0,31.0,7.0,garlic,pesto pasta
4483,Ghost,Yes,489.0,F,153.0,28.0,6.0,silver,humans
808,Zombie,No,1039.0,F,150.0,37.0,10.0,silver,pesto pasta
9983,Zombie,Yes,998.0,F,167.0,36.0,4.0,sunlight,rats
2269,Witch,Yes,986.0,F,177.0,24.0,1.0,hazelnut,lasagna
2949,Vampire,No,1.0,M,189.0,11.0,3.0,silver,rats
8283,Werewolf,No,99.0,M,152.0,11.0,5.0,pumpkin,rats
8480,Vampire,No,457.0,F,196.0,14.0,3.0,pumpkin,rats
4741,Werewolf,No,46.0,F,160.0,59.0,7.0,garlic,pesto pasta
7822,Vampire,No,832.0,F,160.0,36.0,4.0,silver,rats
4573,Vampire,Yes,57.0,M,178.0,46.0,1.0,silver,Pesto pasta
1360,Witch,Yes,436.0,M,150.0,31.0,2.0,hazelnut,humans
3252,Zombie,Yes,265.0,F,196.0,24.0,4.0,pumpkin,pesto pasta
7323,Werewolf,No,397.0,F,171.0,27.0,9.0,hazelnut,pesto pasta
2854,Vampire,Yes,950.0,F,192.0,1.0,2.0,silver,brain
3685,Witch,Yes,1.0,F,154.0,31.0,3.0,sunlight,rats
158,Zombie,Yes,85.0,F,163.0,79.0,7.0,silver,pesto pasta
5801,Ghost,No,137.0,M,192.0,58.0,8.0,cat hair,lasagna
7868,Vampire,Yes,3906.0,M,162.0,90.0,9.0,sunlight,humans
671,Zombie,Yes,2062.0,M,181.0,46.0,2.0,silver,humans
1680,Vampire,No,802.0,M,174.0,26.0,6.0,sunlight,humans
5536,Werewolf,Yes,372.0,F,153.0,29.0,3.0,sunlight,rats
7076,Werewolf,Yes,1.0,M,170.0,13.0,2.0,cat hair,humans
5171,Ghost,No,237.0,M,153.0,40.0,10.0,sunlight,humans
6285,Ghost,Yes,77.0,M,187.0,11.0,5.0,cat hair,pesto pasta
9944,zombie,No,201.0,M,158.0,23.0,7.0,hazelnut,pesto pasta
8292,Zombie,No,412.0,M,163.0,19.0,4.0,hazelnut,RATS
3792,Werewolf,No,940.0,M,176.0,12.0,6.0,silver,rats
2385,Zombie,No,669.0,F,164.0,17.0,1.0,hazelnut,rats
8681,Werewolf,No,44.0,F,172.0,43.0,5.0,silver,pesto pasta
1784,Zombie,No,450.0,F,189.0,18.0,9.0,hazelnut,humans
1189,Witch,Yes,1.0,F,182.0,25.0,5.0,silver,lasagna
9130,Witch,No,1091.0,M,177.0,8.0,6.0,garlic,humans
3331,Zombie,No,98.0,M,199.0,9.0,5.0,cat hair,pesto pasta
5966,Vampire,No,9.0,M,152.0,16.0,3.0,garlic,pesto pasta
7384,Vampire,No,2855.0,F,193.0,46.0,7.0,silver,pesto pasta
5220,Ghost,No,1.0,M,167.0,15.0,10.0,Cat hair,brain
9756,Vampire,Yes,132.0,F,151.0,37.0,9.0,garlic,humans
4966,Werewolf,No,27.0,F,195.0,20.0,10.0,cat hair,humans
1414,Vampire,Yes,143.0,F,183.0,99.0,6.0,silver,rats
9783,Werewolf,Yes,543.0,M,176.0,50.0,8.0,silver,rats
7081,Werewolf,Yes,1.0,F,190.0,67.0,7.0,silver,rats
2919,Werewolf,Yes,466.0,M,189.0,16.0,9.0,hazelnut,pesto pasta
6932,Vampire,Yes,358.0,M,185.0,17.0,3.0,hazelnut,pesto pasta
9559,Werewolf,Yes,123.0,F,160.0,14.0,5.0,sunlight,humans
8232,Vampire,Yes,38.0,M,177.0,19.0,3.0,hazelnut,brain
7630,Werewolf,No,396.0,F,159.0,31.0,1.0,garlic,rats
9375,Skeleton,Yes,2446.0,F,170.0,38.0,5.0,pumpkin,pesto pasta
6134,Vampire,yes,94.0,f,184.0,9.0,3.0,sunlight,brain
1733,Vampire,No,626.0,M,185.0,44.0,5.0,garlic,humans
6900,Skeleton,Yes,578.0,M,161.0,18.0,3.0,hazelnut,pesto pasta
4706,Werewolf,Yes,56.0,F,198.0,71.0,7.0,silver,humans
9564,Ghost,Yes,169.0,M,161.0,81.0,7.0,sunlight,lasagna
9775,Skeleton,Yes,1077.0,F,155.0,64.0,1.0,sunlight,pesto pasta
9277,Ghost,Yes,22.0,F,193.0,13.0,7.0,garlic,pesto pasta
8555,Witch,No,537.0,M,154.0,56.0,7.0,sunlight,lasagna
466,Vampire,Yes,693.0,F,162.0,47.0,7.0,sunlight,rats
1213,Zombie,No,765.0,F,173.0,34.0,8.0,garlic,humans
5922,Vampire,No,1.0,M,189.0,17.0,8.0,silver,pesto pasta
2703,Werewolf,No,2517.0,M,163.0,41.0,2.0,pumpkin,pesto pasta
5953,Werewolf,Yes,123.0,M,170.0,20.0,1.0,silver,rats
3471,Ghost,Yes,77.0,F,155.0,11.0,4.0,cat hair,pesto pasta
3987,Ghost,No,588.0,F,151.0,47.0,4.0,garlic,rats
9617,,No,315.0,F,150.0,28.0,8.0,pumpkin,humans
581,Vampire,No,580.0,F,189.0,18.0,3.0,pumpkin,brain
3084,Werewolf,Yes,178.0,M,166.0,59.0,6.0,hazelnut,rats
2973,Ghost,No,1502.0,F,177.0,16.0,4.0,pumpkin,humans
1321,Ghost,No,420.0,F,184.0,20.0,1.0,hazelnut,pesto pasta
3536,Werewolf,No,95.0,M,167.0,1.0,2.0,pumpkin,brain
9891,Vampire,Yes,472.0,M,178.0,19.0,3.0,hazelnut,pesto pasta
8448,Vampire,Yes,447.0,F,151.0,49.0,2.0,garlic,lasagna
1742,Werewolf,Yes,161.0,F,184.0,62.0,2.0,silver,pesto pasta
1887,Witch,Yes,164.0,F,182.0,14.0,3.0,hazelnut,rats
1953,Werewolf,Yes,88.0,M,182.0,17.0,4.0,cat hair,brain
4419,Skeleton,No,481.0,M,178.0,63.0,6.0,silver,brain
2851,Skeleton,Yes,87.0,M,199.0,95.0,5.0,Cat hair,rats
7412,,Yes,714.0,F,171.0,60.0,6.0,sunlight,rats
59,Skeleton,No,613.0,M,173.0,1.0,7.0,silver,pesto pasta
3091,Vampire,Yes,583.0,M,176.0,15.0,3.0,hazelnut,rats
3413,Vampire,No,496.0,M,172.0,48.0,6.0,garlic,humans
6696,Witch,No,1346.0,M,160.0,34.0,6.0,garlic,brain
3127,Vampire,Yes,115.0,M,185.0,48.0,2.0,silver,rats
5384,Ghost,No,54.0,F,167.0,14.0,3.0,cat hair,pesto pasta
322,Vampire,No,17.0,M,176.0,17.0,3.0,silver,humans
9754,Werewolf,Yes,44.0,M,155.0,14.0,6.0,sunlight,rats
8076,Vampire,No,49.0,M,196.0,8.0,10.0,sunlight,rats
3028,Werewolf,No,1754.0,M,165.0,51.0,2.0,silver,lasagna
3500,Ghost,No,83.0,F,197.0,89.0,7.0,silver,brain
2530,Werewolf,Yes,101.0,F,159.0,12.0,4.0,sunlight,humans
1379,Vampire,No,815.0,M,199.0,29.0,6.0,sunlight,LASAGNA
667,Skeleton,No,76.0,F,180.0,91.0,8.0,cat hair,Rats
171,Skeleton,Yes,79.0,M,170.0,18.0,6.0,sunlight,pesto pasta
3673,Witch,No,881.0,F,178.0,12.0,4.0,pumpkin,humans
7134,Vampire,Yes,145.0,M,163.0,60.0,3.0,hazelnut,lasagna
8988,Skeleton,No,69.0,M,168.0,89.0,7.0,silver,lasagna
7649,Werewolf,No,38.0,F,198.0,48.0,6.0,hazelnut,rats
2158,Ghost,Yes,395.0,M,160.0,66.0,6.0,sunlight,humans
6292,Skeleton,No,1038.0,F,186.0,1.0,7.0,silver,rats
8674,Skeleton,Yes,1882.0,F,174.0,7.0,8.0,cat hair,brain
2802,Werewolf,No,407.0,M,179.0,16.0,2.0,hazelnut,brain
5660,Witch,Yes,619.0,F,155.0,31.0,10.0,silver,humans
1044,,Yes,458.0,M,181.0,15.0,1.0,hazelnut,rats
9888,Witch,Yes,239.0,M,194.0,20.0,2.0,silver,humans
9358,Vampire,Yes,1533.0,M,155.0,54.0,9.0,pumpkin,humans
2137,Zombie,Yes,444.0,F,155.0,22.0,2.0,hazelnut,rats
8809,Werewolf,No,325.0,F,156.0,30.0,8.0,silver,pesto pasta
9192,Skeleton,Yes,162.0,M,173.0,48.0,1.0,garlic,lasagna
3155,Witch,Yes,334.0,F,175.0,18.0,1.0,hazelnut,brain
6880,Ghost,Yes,1775.0,M,189.0,61.0,8.0,sunlight,humans
8790,Werewolf,No,125.0,F,162.0,13.0,4.0,sunlight,lasagna
9674,Werewolf,Yes,249.0,M,163.0,53.0,6.0,silver,pesto pasta
3320,Witch,Yes,507.0,M,157.0,1.0,9.0,silver,brain
1266,Werewolf,No,695.0,M,168.0,41.0,9.0,silver,pesto pasta
5981,Skeleton,Yes,2.0,M,184.0,14.0,9.0,sunlight,pesto pasta
4788,Witch,No,539.0,F,177.0,20.0,5.0,pumpkin,brain
6664,Ghost,Yes,266.0,M,169.0,41.0,1.0,pumpkin,pesto pasta
7482,Werewolf,Yes,1.0,F,181.0,81.0,6.0,silver,lasagna
5595,Skeleton,Yes,1030.0,F,199.0,25.0,7.0,pumpkin,humans
1897,Skeleton,No,432.0,M,169.0,29.0,1.0,garlic,lasagna
2286,Zombie,No,470.0,F,160.0,22.0,1.0,hazelnut,pesto pasta
9241,Witch,No,823.0,F,198.0,46.0,3.0,garlic,pesto pasta
1851,Skeleton,Yes,1.0,F,170.0,45.0,2.0,hazelnut,brain
7377,Vampire,Yes,481.0,M,175.0,19.0,9.0,hazelnut,pesto pasta
4399,Ghost,Yes,467.0,F,175.0,9.0,2.0,hazelnut,humans
627,Werewolf,No,423.0,M,195.0,20.0,2.0,hazelnut,humans
1772,Werewolf,Yes,122.0,M,182.0,53.0,5.0,cat hair,lasagna
8437,Zombie,Yes,64.0,M,153.0,90.0,7.0,silver,humans
4358,Skeleton,No,432.0,M,199.0,29.0,8.0,sunlight,rats
6055,Werewolf,Yes,276.0,F,186.0,17.0,4.0,hazelnut,humans
6362,Werewolf,No,3.0,F,163.0,8.0,10.0,sunlight,pesto pasta
2371,Werewolf,No,7.0,F,188.0,63.0,6.0,silver,pesto pasta
117,Skeleton,No,838.0,F,172.0,47.0,7.0,silver,rats
5006,Vampire,Yes,499.0,F,152.0,44.0,6.0,garlic,rats
7307,Ghost,No,660.0,F,157.0,46.0,3.0,garlic,pesto pasta
4560,Vampire,No,130.0,F,195.0,19.0,2.0,silver,rats
1338,Witch,Yes,968.0,F,152.0,4.0,4.0,hazelnut,pesto pasta
4302,Witch,No,361.0,M,175.0,27.0,1.0,garlic,brain
8201,Vampire,Yes,389.0,M,172.0,40.0,6.0,silver,pesto pasta
9502,Ghost,Yes,350.0,F,153.0,14.0,6.0,sunlight,brain
137,Zombie,No,321.0,M,169.0,23.0,2.0,pumpkin,rats
7457,Skeleton,Yes,1418.0,F,167.0,31.0,5.0,sunlight,lasagna
2577,Skeleton,No,19.0,F,160.0,10.0,4.0,cat hair,humans
1719,Ghost,No,2274.0,F,155.0,100.0,9.0,sunlight,pesto pasta
1404,Ghost,Yes,98.0,F,185.0,49.0,6.0,silver,humans
5600,Vampire,Yes,151.0,F,154.0,55.0,9.0,silver,rats
9046,Vampire,No,642.0,F,164.0,38.0,6.0,garlic,humans
4131,Witch,No,359.0,F,182.0,12.0,7.0,garlic,lasagna
4645,Skeleton,Yes,1319.0,F,183.0,28.0,1.0,silver,lasagna
8339,Zombie,No,31.0,F,180.0,4.0,1.0,sunlight,lasagna
5330,Werewolf,Yes,100.0,M,152.0,69.0,7.0,garlic,pesto pasta
7223,Zombie,No,249.0,F,158.0,81.0,6.0,silver,humans
5598,Skeleton,No,71.0,M,165.0,10.0,4.0,pumpkin,lasagna
5154,Witch,Yes,2059.0,F,192.0,73.0,4.0,pumpkin,humans
7278,Witch,Yes,447.0,F,194.0,11.0,5.0,pumpkin,lasagna
7848,Ghost,No,590.0,F,177.0,51.0,8.0,sunlight,brain
6605,Skeleton,No,105.0,M,164.0,38.0,7.0,cat hair,lasagna
7637,Witch,No,1.0,F,195.0,84.0,10.0,sunlight,humans
7207,Zombie,No,614.0,M,175.0,35.0,8.0,silver,humans
1844,Zombie,No,598.0,F,179.0,11.0,5.0,hazelnut,lasagna
3764,Witch,No,634.0,M,159.0,73.0,1.0,pumpkin,rats
9969,Witch,Yes,686.0,F,157.0,42.0,3.0,garlic,lasagna
4708,Witch,Yes,101.0,F,193.0,26.0,8.0,garlic,humans
2153,Witch,Yes,136.0,M,160.0,51.0,2.0,silver,rats
6738,Witch,No,45.0,M,180.0,30.0,6.0,garlic,pesto pasta
4423,Skeleton,No,636.0,F,170.0,24.0,3.0,hazelnut,humans
6079,Witch,Yes,111.0,M,191.0,76.0,1.0,sunlight,lasagna
3201,Zombie,Yes,1512.0,F,179.0,82.0,2.0,cat hair,lasagna
2028,Ghost,Yes,1550.0,M,155.0,15.0,7.0,garlic,lasagna
3886,Werewolf,Yes,785.0,M,175.0,4.0,8.0,silver,Rats
7682,Witch,Yes,290.0,M,182.0,34.0,9.0,garlic,pesto pasta
8955,Zombie,No,1443.0,F,194.0,21.0,3.0,garlic,rats
2068,Werewolf,No,352.0,F,170.0,34.0,4.0,silver,brain
4968,Vampire,Yes,1549.0,F,169.0,55.0,9.0,silver,humans
8157,Werewolf,No,234.0,F,177.0,19.0,7.0,hazelnut,rats
4095,Vampire,No,31.0,M,182.0,36.0,6.0,silver,pesto pasta
3755,Ghost,No,468.0,M,169.0,50.0,6.0,silver,humans
2593,Zombie,No,639.0,F,180.0,40.0,6.0,garlic,rats
964,Zombie,Yes,740.0,M,177.0,8.0,6.0,silver,rats
8853,Ghost,No,80.0,M,156.0,19.0,10.0,sunlight,lasagna
7161,Zombie,No,1.0,M,158.0,30.0,7.0,cat hair,rats
2055,Werewolf,No,578.0,M,174.0,36.0,6.0,garlic,humans
7572,Werewolf,Yes,89.0,M,159.0,65.0,8.0,silver,brain
4339,Witch,no,1118.0,F,177.0,53.0,9.0,garlic,brain
7432,Zombie,Yes,12.0,F,193.0,4.0,4.0,sunlight,rats
4450,Vampire,No,969.0,F,163.0,48.0,5.0,garlic,lasagna
7849,Werewolf,Yes,678.0,F,152.0,12.0,5.0,cat hair,lasagna
7762,Ghost,Yes,101.0,F,172.0,17.0,3.0,sunlight,pesto pasta
2616,Zombie,Yes,52.0,M,169.0,19.0,7.0,cat hair,brain
9160,Zombie,Yes,167.0,M,157.0,66.0,3.0,cat hair,lasagna
8669,Werewolf,Yes,1749.0,M,192.0,26.0,9.0,silver,humans
9164,Werewolf,Yes,401.0,M,176.0,26.0,1.0,hazelnut,lasagna
6456,Vampire,yes,67.0,F,195.0,11.0,4.0,garlic,pesto pasta
4102,Werewolf,Yes,392.0,M,182.0,42.0,2.0,silver,rats
3208,Ghost,No,790.0,F,166.0,20.0,5.0,garlic,pesto pasta
3085,Ghost,Yes,479.0,M,179.0,20.0,4.0,hazelnut,pesto pasta
6255,Vampire,No,879.0,F,177.0,31.0,10.0,garlic,humans
8419,Ghost,No,2046.0,M,156.0,88.0,10.0,pumpkin,lasagna
4009,Zombie,Yes,55.0,F,194.0,27.0,9.0,pumpkin,pesto pasta
5538,Skeleton,No,859.0,M,155.0,40.0,3.0,silver,lasagna
1921,Zombie,Yes,477.0,M,181.0,29.0,6.0,garlic,humans
4157,Vampire,No,7.0,M,185.0,16.0,4.0,sunlight,lasagna
9579,Skeleton,No,437.0,M,185.0,30.0,8.0,hazelnut,rats
3594,Zombie,No,320.0,F,187.0,24.0,6.0,garlic,brain
5093,Witch,No,882.0,M,156.0,31.0,8.0,silver,pesto pasta
3494,Vampire,Yes,51.0,M,194.0,27.0,5.0,Cat hair,pesto pasta
5401,Ghost,Yes,238.0,M,174.0,19.0,1.0,garlic,pesto pasta
4379,Zombie,No,1667.0,F,154.0,8.0,4.0,garlic,pesto pasta
8998,Ghost,No,906.0,F,173.0,34.0,4.0,garlic,pesto pasta
5503,Werewolf,Yes,89.0,M,199.0,16.0,6.0,cat hair,humans
637,Vampire,Yes,161.0,F,156.0,11.0,6.0,silver,humans
4127,Ghost,Yes,1311.0,F,163.0,23.0,10.0,hazelnut,humans
8142,Vampire,Yes,464.0,F,192.0,12.0,7.0,hazelnut,rats
6195,Zombie,Yes,4412.0,F,151.0,81.0,3.0,sunlight,humans
2785,Witch,No,1719.0,M,164.0,39.0,2.0,silver,brain
7737,Ghost,No,1200.0,M,195.0,49.0,2.0,garlic,lasagna
3704,Vampire,Yes,221.0,M,184.0,33.0,6.0,silver,brain
8018,Zombie,No,286.0,M,165.0,12.0,3.0,silver,humans
2766,Zombie,Yes,1951.0,M,154.0,40.0,9.0,garlic,humans
5086,Witch,Yes,466.0,M,194.0,51.0,7.0,garlic,humans
4050,Vampire,No,71.0,M,173.0,83.0,7.0,silver,pesto pasta
4177,Vampire,Yes,1537.0,M,195.0,43.0,3.0,silver,rats
6584,Werewolf,No,1113.0,M,165.0,27.0,2.0,silver,brain
3686,Zombie,No,211.0,F,196.0,9.0,9.0,silver,lasagna
5948,Vampire,Yes,1002.0,M,194.0,42.0,9.0,sunlight,pesto pasta
6665,Ghost,Yes,579.0,M,155.0,33.0,3.0,sunlight,humans
544,Zombie,No,38.0,F,158.0,27.0,6.0,cat hair,brain
1197,Skeleton,Yes,139.0,F,156.0,12.0,4.0,pumpkin,humans
8396,Ghost,Yes,482.0,F,184.0,41.0,5.0,garlic,pesto pasta
3560,Werewolf,No,1.0,F,152.0,31.0,3.0,hazelnut,pesto pasta
7261,Zombie,No,87.0,M,178.0,13.0,1.0,garlic,rats
1923,Witch,No,1025.0,F,199.0,100.0,3.0,Pumpkin,brain
7169,Zombie,Yes,54.0,M,156.0,63.0,8.0,silver,rats
6325,Witch,Yes,443.0,M,158.0,62.0,1.0,cat hair,humans
6279,vampire,Yes,26.0,F,189.0,67.0,8.0,sunlight,lasagna
4144,Vampire,No,1051.0,M,150.0,38.0,1.0,silver,rats
4947,Ghost,Yes,6.0,F,190.0,21.0,10.0,garlic,rats
2883,Ghost,No,869.0,M,161.0,28.0,2.0,garlic,humans
6448,Skeleton,Yes,458.0,F,190.0,24.0,1.0,garlic,pesto pasta
3447,Vampire,No,1307.0,F,169.0,28.0,6.0,garlic,pesto pasta
5249,Werewolf,Yes,687.0,F,171.0,19.0,1.0,hazelnut,brain
8023,Vampire,Yes,56.0,M,187.0,10.0,4.0,sunlight,lasagna
3430,Skeleton,No,1598.0,M,197.0,44.0,1.0,sunlight,pesto pasta
9001,Vampire,No,700.0,F,187.0,49.0,7.0,silver,rats
7372,Ghost,No,735.0,F,180.0,34.0,1.0,garlic,LASAGNA
9663,Witch,No,383.0,M,188.0,46.0,5.0,sunlight,humans
7666,Skeleton,No,82.0,F,164.0,49.0,6.0,silver,brain
9701,Vampire,No,1176.0,M,176.0,72.0,1.0,sunlight,humans
758,Witch,Yes,145.0,F,151.0,1.0,7.0,silver,brain
8079,Ghost,No,250.0,M,151.0,56.0,6.0,silver,brain
4770,Vampire,No,64.0,M,172.0,26.0,6.0,cat hair,lasagna
576,Witch,No,191.0,F,163.0,55.0,9.0,sunlight,rats
681,Skeleton,No,479.0,F,150.0,28.0,9.0,silver,humans
3965,Werewolf,No,1306.0,F,156.0,80.0,1.0,cat hair,brain
5319,Ghost,No,98.0,F,193.0,8.0,4.0,garlic,brain
8074,Vampire,No,72.0,M,182.0,94.0,6.0,cat hair,brain
3774,Vampire,Yes,163.0,M,151.0,8.0,6.0,sunlight,lasagna
273,Vampire,No,16.0,M,165.0,75.0,6.0,cat hair,lasagna
1166,Ghost,Yes,380.0,M,174.0,14.0,3.0,garlic,brain
3209,,Yes,1128.0,M,166.0,19.0,6.0,silver,pesto pasta
7203,Werewolf,No,1252.0,F,166.0,77.0,8.0,pumpkin,pesto pasta
4153,Witch,Yes,23.0,F,167.0,77.0,9.0,sunlight,brain
6009,Skeleton,No,110.0,M,171.0,65.0,5.0,hazelnut,humans
1399,Werewolf,Yes,131.0,F,188.0,56.0,6.0,silver,rats
2665,Ghost,Yes,1068.0,M,194.0,45.0,6.0,sunlight,rats
9138,Werewolf,No,601.0,M,193.0,16.0,1.0,silver,Humans
7463,Witch,Yes,240.0,M,191.0,51.0,6.0,silver,rats
8876,Ghost,Yes,328.0,F,155.0,28.0,3.0,hazelnut,brain
124,Witch,No,265.0,F,181.0,18.0,2.0,pumpkin,pesto pasta
3377,Zombie,No,833.0,M,195.0,24.0,7.0,silver,brain
9643,Vampire,Yes,1810.0,M,183.0,59.0,2.0,cat hair,humans
6401,Skeleton,Yes,348.0,F,169.0,15.0,7.0,garlic,lasagna
1508,Vampire,No,159.0,M,186.0,100.0,4.0,hazelnut,brain
1395,Zombie,Yes,34.0,M,182.0,60.0,6.0,silver,humans
2329,Skeleton,No,153.0,F,161.0,67.0,6.0,hazelnut,humans
1092,Zombie,No,1098.0,M,191.0,62.0,9.0,sunlight,brain
567,Skeleton,No,1226.0,F,170.0,64.0,1.0,sunlight,lasagna
5172,Ghost,Yes,347.0,M,166.0,27.0,2.0,silver,lasagna
9740,Witch,Yes,148.0,F,164.0,98.0,6.0,cat hair,rats
3495,Vampire,No,90.0,M,180.0,19.0,6.0,sunlight,rats
2992,Witch,No,40.0,M,186.0,39.0,5.0,garlic,pesto pasta
8910,Witch,Yes,490.0,F,176.0,23.0,5.0,hazelnut,humans
6406,Skeleton,Yes,1154.0,F,181.0,19.0,2.0,silver,rats
1410,Skeleton,Yes,376.0,M,158.0,23.0,4.0,garlic,lasagna
1525,Skeleton,Yes,355.0,M,160.0,23.0,3.0,hazelnut,brain
32,Skeleton,Yes,638.0,M,176.0,15.0,2.0,garlic,humans
5134,Vampire,No,1514.0,M,172.0,22.0,9.0,silver,pesto pasta
746,Witch,Yes,1470.0,M,197.0,59.0,2.0,sunlight,brain
1641,,No,85.0,M,165.0,17.0,2.0,cat hair,humans
636,Skeleton,Yes,100.0,F,166.0,10.0,1.0,cat hair,pesto pasta
525,Werewolf,Yes,364.0,F,169.0,19.0,2.0,garlic,pesto pasta
9633,Vampire,No,75.0,F,151.0,15.0,5.0,garlic,rats
5299,Zombie,Yes,120.0,M,195.0,64.0,8.0,silver,lasagna
5781,Ghost,No,14.0,F,173.0,9.0,6.0,cat hair,pesto pasta
7931,Ghost,No,292.0,M,164.0,28.0,1.0,hazelnut,humans
352,Skeleton,Yes,1852.0,M,169.0,61.0,9.0,pumpkin,brain
7324,Witch,No,1674.0,M,187.0,24.0,4.0,silver,rats
1663,Witch,No,1.0,F,169.0,17.0,5.0,sunlight,humans
929,Vampire,No,123.0,M,192.0,16.0,5.0,sunlight,rats
6121,Werewolf,No,1131.0,M,161.0,18.0,2.0,Silver,humans
2811,Ghost,Yes,111.0,F,194.0,16.0,8.0,cat hair,pesto pasta
9302,Skeleton,No,607.0,M,197.0,16.0,4.0,hazelnut,rats
8069,Vampire,Yes,46.0,F,162.0,75.0,7.0,silver,humans
9087,Zombie,No,1183.0,F,156.0,35.0,9.0,hazelnut,pesto pasta
2824,Ghost,Yes,574.0,F,196.0,3.0,7.0,silver,brain
4717,Skeleton,No,985.0,F,193.0,42.0,6.0,sunlight,lasagna
1544,Werewolf,Yes,603.0,M,168.0,37.0,5.0,sunlight,brain
3798,Werewolf,No,61.0,F,183.0,20.0,2.0,sunlight,lasagna
2039,Werewolf,Yes,96.0,M,185.0,66.0,8.0,silver,rats
7915,Zombie,No,1513.0,F,184.0,13.0,6.0,silver,humans
7958,Zombie,Yes,403.0,F,187.0,26.0,3.0,sunlight,humans
1640,Witch,No,423.0,F,176.0,21.0,1.0,hazelnut,pesto pasta
8387,Witch,No,152.0,F,198.0,14.0,2.0,garlic,humans
4832,skeleton,Yes,658.0,M,166.0,51.0,6.0,garlic,rats
9295,Werewolf,No,1059.0,M,169.0,39.0,7.0,garlic,brain
2129,Skeleton,Yes,270.0,M,191.0,20.0,8.0,hazelnut,pesto pasta
9198,Witch,No,160.0,M,173.0,40.0,6.0,cat hair,pesto pasta
8664,Werewolf,No,478.0,M,189.0,36.0,4.0,garlic,rats
9738,Skeleton,Yes,388.0,M,163.0,15.0,9.0,GARLIC,humans
4726,Witch,No,114.0,M,179.0,15.0,3.0,CAT HAIR,pesto pasta
1350,Ghost,Yes,1309.0,F,185.0,38.0,7.0,silver,humans
568,Vampire,No,620.0,M,182.0,38.0,7.0,garlic,humans
3520,Ghost,Yes,89.0,F,172.0,58.0,1.0,silver,lasagna
6274,Werewolf,No,102.0,M,159.0,47.0,1.0,garlic,lasagna
4199,Ghost,Yes,107.0,M,199.0,88.0,7.0,silver,brain
6935,Skeleton,Yes,311.0,F,170.0,49.0,3.0,hazelnut,humans
8204,Witch,No,1.0,F,154.0,62.0,10.0,sunlight,humans
3034,Zombie,No,915.0,F,158.0,34.0,6.0,sunlight,rats
8224,Zombie,No,123.0,M,181.0,59.0,4.0,silver,lasagna
9300,Skeleton,Yes,84.0,F,178.0,77.0,6.0,garlic,brain
2882,Werewolf,Yes,537.0,M,158.0,43.0,6.0,sunlight,lasagna
2904,Ghost,Yes,1869.0,F,184.0,24.0,7.0,silver,pesto pasta
2793,Zombie,Yes,1624.0,F,177.0,60.0,10.0,sunlight,humans
285,Vampire,Yes,2152.0,F,189.0,23.0,4.0,cat hair,pesto pasta
6650,Witch,No,53.0,F,151.0,7.0,1.0,silver,pesto pasta
5020,Witch,Yes,354.0,M,153.0,26.0,2.0,hazelnut,rats
6535,Witch,No,341.0,F,166.0,16.0,1.0,pumpkin,brain
9495,Zombie,Yes,58.0,F,184.0,47.0,6.0,silver,lasagna
3598,Witch,No,171.0,M,167.0,88.0,6.0,silver,humans
7614,Zombie,Yes,2894.0,M,164.0,61.0,10.0,sunlight,rats
628,Zombie,Yes,91.0,F,165.0,58.0,8.0,silver,lasagna
4141,Werewolf,No,539.0,M,187.0,39.0,7.0,garlic,pesto pasta
3328,Witch,No,2285.0,F,170.0,71.0,2.0,sunlight,lasagna
2743,Werewolf,Yes,418.0,M,193.0,19.0,5.0,hazelnut,rats
9367,Skeleton,No,327.0,M,189.0,44.0,6.0,sunlight,rats
577,Vampire,No,1816.0,F,159.0,25.0,6.0,pumpkin,rats
6807,Skeleton,Yes,121.0,F,154.0,26.0,7.0,hazelnut,humans
7581,Ghost,Yes,123.0,F,189.0,45.0,7.0,silver,humans
1169,Skeleton,No,394.0,F,173.0,22.0,2.0,silver,lasagna
6628,Werewolf,Yes,63.0,F,167.0,15.0,2.0,sunlight,pesto pasta
4225,Skeleton,yes,607.0,F,163.0,35.0,3.0,hazelnut,pesto pasta
1986,Vampire,Yes,89.0,M,193.0,50.0,7.0,cat hair,lasagna
4067,Ghost,No,3724.0,M,181.0,63.0,5.0,cat hair,brain
1246,Werewolf,Yes,75.0,M,189.0,19.0,1.0,garlic,lasagna
3262,Vampire,No,518.0,F,173.0,30.0,6.0,silver,rats
1810,Witch,Yes,260.0,M,193.0,17.0,3.0,hazelnut,lasagna
4657,Witch,No,42.0,F,196.0,22.0,2.0,sunlight,rats
4175,Zombie,Yes,1043.0,M,192.0,40.0,10.0,sunlight,humans
6989,Skeleton,No,220.0,M,162.0,26.0,2.0,hazelnut,brain
9871,Ghost,Yes,158.0,M,190.0,76.0,7.0,silver,brain
7538,Ghost,No,1222.0,M,168.0,19.0,5.0,silver,pesto pasta
9561,Vampire,Yes,104.0,F,187.0,66.0,8.0,cat hair,brain
4139,Skeleton,Yes,130.0,M,159.0,40.0,7.0,silver,rats
9862,Ghost,No,783.0,M,188.0,28.0,6.0,silver,humans
8888,Witch,Yes,488.0,M,158.0,20.0,8.0,garlic,Lasagna
5888,Skeleton,No,594.0,M,151.0,53.0,7.0,sunlight,brain
