Index_Crimes,Date,Monster involved,Days of Investigation,Region,Crime Type,Crime Weapon,Time of Day,Evidence Found,Index_Monster,Monster,Criminal record,Age,Gender,Height in cm,Speed Level,Strength Level,Allergy,Favorite Food
1097,2021-07-18,vampire,35.0,castle,assault,,night,teeth,1097,vampire,no,801.0,f,165.0,29.0,2.0,sunlight,rats
2552,2022-12-07,werewolf,49.0,village,nightly disturbance,axe,night,blood,2552,werewolf,yes,64.0,f,179.0,58.0,7.0,hazelnut,humans
9058,2024-03-22,witch,33.0,swamp,arson,axe,night,bones,9058,witch,no,555.0,m,176.0,29.0,5.0,hazelnut,brain
5429,2022-03-23,zombie,29.0,swamp,vandalism,knife,dawn,blood,5429,zombie,yes,1.0,f,174.0,2.0,10.0,pumpkin,pesto pasta
3233,2023-11-07,witch,30.0,swamp,theft,,night,potions,3233,witch,no,557.0,f,177.0,18.0,1.0,silver,humans
5811,2023-08-24,skeleton,98.0,mountain,vandalism,knife,day,bones,5811,skeleton,yes,824.0,m,150.0,1.0,7.0,hazelnut,humans
4049,2024-08-24,zombie,21.0,forest,murder,knife,day,blood,4049,zombie,yes,53.0,f,179.0,17.0,5.0,cat hair,lasagna
5777,2023-02-27,vampire,7.0,mountain,assault,,dawn,cloak,5777,vampire,no,416.0,f,188.0,42.0,7.0,garlic,rats
6724,2020-01-15,witch,1.0,swamp,kidnapping,,day,potions,6724,witch,yes,310.0,f,178.0,30.0,2.0,hazelnut,humans
9450,2022-01-14,skeleton,12.0,mountain,assault,pistol,day,bones,9450,skeleton,no,1.0,m,197.0,4.0,7.0,silver,humans
8880,2023-05-09,zombie,25.0,swamp,assault,,dawn,blood,8880,zombie,no,125.0,f,162.0,13.0,4.0,sunlight,lasagna
68,2022-12-03,skeleton,70.0,mountain,arson,knife,day,bones,68,skeleton,no,1191.0,m,192.0,27.0,4.0,silver,brain
8000,2021-11-28,vampire,59.0,castle,assault,,night,blood,8000,vampire,no,616.0,f,157.0,42.0,6.0,garlic,rats
41,2024-05-06,vampire,97.0,mountain,nightly disturbance,knife,night,teeth,41,vampire,no,848.0,f,191.0,32.0,9.0,garlic,humans
2297,2021-09-14,skeleton,1.0,mountain,vandalism,,dusk,cloak,2297,skeleton,yes,986.0,f,177.0,24.0,1.0,hazelnut,lasagna
2409,2024-03-23,witch,16.0,village,kidnapping,,dusk,cloak,2409,witch,yes,201.0,f,166.0,25.0,1.0,silver,humans
7412,2023-01-19,ghost,47.0,village,vandalism,pistol,night,cloak,7412,ghost,no,1805.0,m,191.0,48.0,10.0,pumpkin,pesto pasta
10062,2019-11-13,zombie,82.0,swamp,assault,knife,dusk,potions,10062,zombie,yes,189.0,m,168.0,12.0,1.0,sunlight,brain
4963,2023-01-31,witch,68.0,village,arson,,night,potions,4963,witch,no,388.0,m,160.0,14.0,1.0,hazelnut,humans
5376,2021-08-12,witch,16.0,village,arson,knife,dawn,potions,5376,witch,no,488.0,f,194.0,6.0,1.0,hazelnut,humans
5833,2023-09-04,zombie,2.0,swamp,assault,,day,fur,5833,zombie,yes,92.0,m,175.0,20.0,4.0,cat hair,humans
6296,2022-12-14,witch,19.0,village,arson,,dusk,potions,6296,witch,yes,143.0,f,192.0,21.0,5.0,hazelnut,rats
7034,2020-04-06,skeleton,92.0,castle,assault,,dawn,bones,7034,skeleton,yes,1694.0,f,156.0,43.0,10.0,silver,lasagna
3483,2020-04-11,skeleton,54.0,mountain,arson,knife,dawn,cloak,3483,skeleton,no,1307.0,f,169.0,28.0,6.0,garlic,pesto pasta
6886,2021-03-17,werewolf,64.0,forest,vandalism,knife,night,fur,6886,werewolf,no,13.0,f,176.0,62.0,3.0,silver,humans
2395,2023-11-11,ghost,62.0,village,nightly disturbance,pistol,night,cloak,2395,ghost,no,386.0,m,165.0,93.0,4.0,pumpkin,humans
8058,2022-06-15,ghost,97.0,village,vandalism,pistol,dawn,cloak,8058,ghost,no,1.0,m,199.0,59.0,10.0,silver,pesto pasta
8248,2019-10-30,skeleton,25.0,castle,nightly disturbance,knife,night,cloak,8248,skeleton,no,932.0,m,158.0,15.0,1.0,silver,lasagna
2540,2020-11-16,skeleton,17.0,castle,vandalism,knife,day,bones,2540,skeleton,no,510.0,m,171.0,12.0,1.0,silver,pesto pasta
9716,2021-05-05,witch,84.0,swamp,arson,knife,dusk,cloak,9716,witch,no,558.0,f,153.0,15.0,4.0,hazelnut,lasagna
2753,2020-03-29,vampire,99.0,castle,nightly disturbance,knife,night,blood,2753,vampire,yes,402.0,f,170.0,31.0,2.0,sunlight,humans
6008,2023-12-11,ghost,42.0,castle,theft,,dawn,potions,6008,ghost,yes,1002.0,m,194.0,42.0,9.0,sunlight,pesto pasta
9277,2024-02-15,werewolf,22.0,forest,vandalism,brute force,dawn,bones,9277,werewolf,yes,173.0,m,170.0,17.0,6.0,silver,rats
9095,2020-11-16,werewolf,45.0,village,vandalism,knife,night,blood,9095,werewolf,yes,114.0,f,175.0,43.0,6.0,hazelnut,lasagna
1155,2020-07-14,werewolf,92.0,forest,assault,knife,night,blood,1155,werewolf,no,156.0,f,171.0,92.0,6.0,cat hair,rats
9834,2020-06-03,vampire,74.0,castle,nightly disturbance,knife,night,blood,9834,vampire,no,320.0,m,192.0,46.0,9.0,sunlight,lasagna
7293,2024-03-26,ghost,95.0,castle,vandalism,axe,night,potions,7293,ghost,no,1304.0,m,161.0,18.0,6.0,sunlight,rats
8377,2020-02-07,witch,65.0,village,assault,pistol,night,teeth,8377,witch,no,412.0,m,163.0,19.0,4.0,hazelnut,rats
9312,2020-07-16,skeleton,39.0,forest,arson,pistol,dawn,bones,9312,skeleton,no,1371.0,m,168.0,29.0,7.0,silver,pesto pasta
4775,2022-04-06,vampire,10.0,castle,assault,brute force,night,teeth,4775,vampire,no,350.0,f,181.0,34.0,7.0,garlic,humans
5552,2022-09-28,witch,61.0,village,arson,axe,dusk,teeth,5552,witch,no,210.0,f,172.0,25.0,3.0,hazelnut,rats
5815,2023-07-03,skeleton,33.0,mountain,nightly disturbance,knife,night,cloak,5815,skeleton,no,522.0,f,189.0,46.0,1.0,silver,pesto pasta
7636,2021-11-05,zombie,84.0,swamp,kidnapping,pistol,dawn,potions,7636,zombie,yes,87.0,m,189.0,24.0,6.0,cat hair,humans
3828,2021-07-05,werewolf,91.0,swamp,assault,knife,dusk,fur,3828,werewolf,no,51.0,m,195.0,73.0,8.0,silver,lasagna
2247,2021-12-25,vampire,37.0,forest,theft,brute force,night,teeth,2247,vampire,no,542.0,f,197.0,43.0,4.0,garlic,pesto pasta
5124,2022-11-30,werewolf,89.0,mountain,assault,,night,potions,5124,werewolf,no,133.0,f,177.0,73.0,6.0,silver,humans
2359,2020-04-05,ghost,4.0,mountain,vandalism,knife,dusk,cloak,2359,ghost,no,1160.0,m,151.0,54.0,9.0,pumpkin,humans
5450,2022-01-21,zombie,23.0,swamp,assault,axe,dusk,potions,5450,zombie,no,79.0,m,161.0,15.0,8.0,garlic,humans
7512,2022-07-31,witch,95.0,village,arson,,day,teeth,7512,witch,no,620.0,f,160.0,23.0,2.0,hazelnut,humans
8146,2020-12-30,ghost,94.0,village,vandalism,pistol,dusk,cloak,8146,ghost,no,1424.0,f,194.0,77.0,3.0,sunlight,brain
7161,2023-03-23,skeleton,5.0,swamp,arson,axe,dusk,cloak,7161,skeleton,yes,1475.0,m,198.0,6.0,7.0,garlic,brain
9428,2024-07-30,skeleton,71.0,swamp,vandalism,axe,day,bones,9428,skeleton,yes,722.0,f,176.0,23.0,3.0,cat hair,rats
4129,2024-04-05,zombie,33.0,swamp,assault,,day,teeth,4129,zombie,no,80.0,m,172.0,11.0,5.0,garlic,humans
1989,2022-07-13,werewolf,60.0,forest,assault,axe,night,fur,1989,werewolf,no,60.0,m,155.0,96.0,8.0,silver,humans
9456,2021-12-19,skeleton,91.0,castle,assault,axe,dawn,bones,9456,skeleton,no,2046.0,m,176.0,1.0,7.0,cat hair,pesto pasta
9894,2023-06-16,zombie,21.0,swamp,assault,knife,night,teeth,9894,zombie,no,26.0,f,185.0,13.0,5.0,cat hair,humans
6826,2020-09-23,skeleton,83.0,castle,nightly disturbance,knife,night,bones,6826,skeleton,yes,1193.0,m,152.0,43.0,10.0,silver,brain
9683,2022-10-24,witch,4.0,swamp,kidnapping,pistol,dusk,cloak,9683,witch,no,294.0,m,172.0,13.0,8.0,silver,rats
4410,2022-04-16,vampire,10.0,castle,nightly disturbance,pistol,night,blood,4410,vampire,yes,438.0,f,184.0,47.0,8.0,silver,rats
7070,2023-07-14,ghost,27.0,village,theft,brute force,dusk,potions,7070,ghost,no,409.0,f,175.0,43.0,3.0,pumpkin,lasagna
430,2023-02-28,witch,27.0,forest,kidnapping,,dusk,potions,430,witch,yes,284.0,m,153.0,27.0,8.0,hazelnut,lasagna
285,2022-12-07,vampire,21.0,castle,nightly disturbance,knife,night,cloak,285,vampire,no,306.0,f,190.0,27.0,8.0,garlic,lasagna
1926,2023-11-14,witch,17.0,mountain,assault,,day,potions,1926,witch,no,192.0,f,195.0,16.0,8.0,garlic,humans
603,2024-05-28,skeleton,84.0,mountain,vandalism,knife,day,bones,603,skeleton,yes,316.0,m,152.0,26.0,1.0,garlic,pesto pasta
8666,2024-07-27,witch,60.0,village,kidnapping,knife,dawn,potions,8666,witch,no,584.0,m,159.0,19.0,5.0,silver,humans
3957,2020-09-09,ghost,79.0,village,vandalism,knife,night,cloak,3957,ghost,yes,1009.0,m,185.0,20.0,10.0,pumpkin,brain
6204,2020-06-17,skeleton,25.0,castle,assault,pistol,day,bones,6204,skeleton,yes,990.0,m,170.0,8.0,3.0,silver,humans
5720,2021-01-10,witch,96.0,village,arson,,dusk,teeth,5720,witch,yes,264.0,m,157.0,17.0,2.0,silver,brain
5838,2023-08-05,ghost,95.0,castle,nightly disturbance,knife,night,cloak,5838,ghost,no,3841.0,m,150.0,21.0,1.0,garlic,pesto pasta
3655,2023-08-05,ghost,62.0,castle,nightly disturbance,axe,night,potions,3655,ghost,no,2876.0,m,151.0,55.0,3.0,garlic,rats
6915,2021-05-26,werewolf,38.0,forest,kidnapping,pistol,night,teeth,6915,werewolf,no,199.0,m,159.0,57.0,6.0,silver,pesto pasta
848,2024-06-30,werewolf,43.0,mountain,assault,brute force,night,fur,848,werewolf,yes,68.0,m,195.0,100.0,7.0,silver,rats
4642,2020-09-04,skeleton,38.0,castle,arson,axe,dawn,cloak,4642,skeleton,no,1095.0,f,159.0,10.0,5.0,silver,rats
7569,2023-10-04,ghost,40.0,village,nightly disturbance,,night,potions,7569,ghost,yes,2805.0,m,168.0,61.0,9.0,sunlight,pesto pasta
143,2024-10-14,skeleton,3.0,mountain,arson,knife,day,bones,143,skeleton,no,1066.0,m,154.0,27.0,1.0,garlic,lasagna
2625,2024-09-06,skeleton,34.0,castle,arson,knife,dusk,bones,2625,skeleton,yes,824.0,m,191.0,33.0,8.0,hazelnut,lasagna
6770,2021-05-28,zombie,62.0,swamp,kidnapping,knife,dusk,teeth,6770,zombie,yes,30.0,m,174.0,14.0,5.0,garlic,brain
7833,2022-02-19,witch,9.0,village,arson,,day,fur,7833,witch,no,664.0,m,175.0,20.0,2.0,hazelnut,pesto pasta
1392,2019-11-27,ghost,95.0,castle,vandalism,,dawn,cloak,1392,ghost,yes,1953.0,m,166.0,76.0,1.0,garlic,lasagna
3711,2019-12-02,witch,98.0,swamp,arson,brute force,dawn,potions,3711,witch,yes,390.0,f,179.0,30.0,5.0,hazelnut,humans
8860,2023-03-28,vampire,51.0,castle,assault,axe,night,teeth,8860,vampire,yes,199.0,f,197.0,53.0,6.0,garlic,brain
9993,2022-05-21,werewolf,56.0,swamp,assault,brute force,dawn,blood,9993,werewolf,no,74.0,f,169.0,55.0,6.0,garlic,rats
6428,2022-05-14,zombie,4.0,mountain,kidnapping,pistol,night,potions,6428,zombie,no,3.0,f,163.0,8.0,10.0,sunlight,pesto pasta
4788,2019-11-24,werewolf,42.0,forest,assault,knife,night,blood,4788,werewolf,no,46.0,f,160.0,59.0,7.0,garlic,pesto pasta
3847,2023-10-08,vampire,80.0,village,assault,,dusk,cloak,3847,vampire,no,705.0,m,157.0,36.0,2.0,sunlight,humans
1150,2020-01-31,vampire,30.0,village,assault,,dusk,blood,1150,vampire,yes,402.0,f,163.0,37.0,6.0,garlic,brain
2284,2021-11-13,skeleton,86.0,mountain,arson,knife,dusk,cloak,2284,skeleton,no,1.0,f,192.0,23.0,10.0,silver,humans
7942,2021-03-19,witch,43.0,village,kidnapping,knife,dusk,cloak,7942,witch,no,205.0,f,166.0,25.0,1.0,hazelnut,pesto pasta
1807,2019-12-12,zombie,14.0,swamp,vandalism,knife,dusk,potions,1807,zombie,yes,44.0,f,189.0,23.0,5.0,silver,rats
3978,2022-09-13,ghost,32.0,village,nightly disturbance,pistol,night,cloak,3978,ghost,no,2451.0,f,190.0,47.0,3.0,garlic,brain
9408,2022-05-02,witch,90.0,village,arson,,day,fur,9408,witch,yes,372.0,f,151.0,12.0,1.0,silver,humans
4693,2021-03-03,vampire,98.0,village,murder,brute force,night,blood,4693,vampire,yes,392.0,f,184.0,35.0,8.0,silver,humans
467,2021-10-13,vampire,68.0,castle,assault,knife,night,blood,467,vampire,yes,435.0,f,186.0,53.0,7.0,silver,rats
6177,2020-02-27,vampire,58.0,castle,theft,pistol,night,blood,6177,vampire,no,520.0,m,155.0,37.0,6.0,sunlight,pesto pasta
9639,2022-07-19,skeleton,38.0,mountain,assault,knife,day,bones,9639,skeleton,no,932.0,f,198.0,14.0,2.0,silver,brain
957,2024-02-16,witch,32.0,village,arson,brute force,night,potions,957,witch,yes,323.0,f,190.0,13.0,4.0,hazelnut,brain
3738,2023-12-22,vampire,27.0,mountain,murder,pistol,dawn,cloak,3738,vampire,no,425.0,f,157.0,39.0,8.0,garlic,humans
1351,2024-02-28,ghost,30.0,village,nightly disturbance,,night,potions,1351,ghost,no,1881.0,f,174.0,51.0,5.0,sunlight,pesto pasta
6436,2024-01-09,ghost,51.0,castle,vandalism,knife,night,cloak,6436,ghost,no,2148.0,m,157.0,22.0,1.0,sunlight,humans
4675,2019-12-23,werewolf,71.0,village,vandalism,brute force,night,teeth,4675,werewolf,no,113.0,f,150.0,95.0,5.0,sunlight,lasagna
6350,2020-09-30,vampire,65.0,castle,assault,knife,dusk,cloak,6350,vampire,yes,582.0,f,158.0,42.0,8.0,silver,humans
5985,2023-11-28,zombie,52.0,mountain,vandalism,axe,night,potions,5985,zombie,no,126.0,m,177.0,12.0,5.0,pumpkin,lasagna
5994,2021-09-30,skeleton,32.0,castle,assault,axe,day,cloak,5994,skeleton,yes,1677.0,m,164.0,32.0,6.0,garlic,lasagna
6101,2023-01-17,vampire,71.0,village,assault,brute force,night,teeth,6101,vampire,no,499.0,m,191.0,42.0,8.0,garlic,lasagna
448,2020-07-24,skeleton,48.0,castle,assault,,day,cloak,448,skeleton,yes,577.0,m,191.0,13.0,2.0,silver,lasagna
6726,2020-03-28,ghost,22.0,castle,vandalism,,dusk,potions,6726,ghost,yes,1017.0,m,192.0,85.0,1.0,silver,lasagna
1618,2024-06-24,ghost,93.0,mountain,nightly disturbance,,night,potions,1618,ghost,yes,1405.0,f,161.0,58.0,8.0,silver,pesto pasta
2265,2022-05-09,zombie,87.0,forest,kidnapping,pistol,dusk,teeth,2265,zombie,no,62.0,m,154.0,20.0,4.0,silver,humans
647,2022-09-11,werewolf,48.0,forest,assault,pistol,dusk,potions,647,werewolf,no,31.0,m,165.0,63.0,3.0,cat hair,pesto pasta
9918,2023-05-13,skeleton,80.0,castle,arson,brute force,night,cloak,9918,skeleton,yes,1651.0,f,193.0,25.0,6.0,silver,brain
3869,2020-02-02,zombie,41.0,mountain,kidnapping,brute force,dawn,bones,3869,zombie,no,21.0,m,192.0,9.0,10.0,pumpkin,lasagna
9489,2020-08-06,skeleton,96.0,swamp,vandalism,,night,bones,9489,skeleton,yes,1728.0,f,174.0,11.0,1.0,silver,brain
6206,2022-02-18,vampire,32.0,castle,nightly disturbance,knife,night,cloak,6206,vampire,no,97.0,f,157.0,46.0,7.0,sunlight,rats
8062,2023-03-09,zombie,63.0,forest,vandalism,,day,blood,8062,zombie,no,198.0,f,150.0,15.0,1.0,garlic,brain
9143,2021-08-30,witch,18.0,village,kidnapping,,dawn,teeth,9143,witch,no,264.0,f,162.0,16.0,3.0,pumpkin,humans
6410,2021-12-31,zombie,23.0,swamp,kidnapping,,day,teeth,6410,zombie,no,120.0,f,170.0,10.0,3.0,cat hair,humans
2529,2021-03-08,werewolf,95.0,mountain,kidnapping,knife,night,teeth,2529,werewolf,no,168.0,f,154.0,52.0,7.0,silver,brain
1980,2023-03-12,skeleton,12.0,forest,arson,,dawn,bones,1980,skeleton,yes,1397.0,m,176.0,39.0,8.0,silver,pesto pasta
1082,2021-03-05,skeleton,21.0,mountain,arson,brute force,day,bones,1082,skeleton,no,799.0,f,180.0,30.0,10.0,garlic,lasagna
157,2023-02-06,witch,77.0,swamp,arson,knife,dawn,potions,157,witch,yes,405.0,f,152.0,23.0,1.0,hazelnut,rats
2323,2020-07-20,vampire,41.0,forest,assault,brute force,night,blood,2323,vampire,no,95.0,m,155.0,42.0,6.0,garlic,humans
9899,2021-09-25,zombie,10.0,swamp,assault,axe,dawn,teeth,9899,zombie,no,1.0,m,179.0,15.0,4.0,garlic,rats
4624,2024-09-23,vampire,64.0,castle,assault,,dawn,blood,4624,vampire,no,530.0,m,197.0,34.0,7.0,silver,pesto pasta
1101,2022-06-25,zombie,79.0,swamp,kidnapping,brute force,dusk,blood,1101,zombie,yes,114.0,m,169.0,9.0,4.0,cat hair,rats
6110,2023-11-19,skeleton,19.0,mountain,nightly disturbance,axe,night,cloak,6110,skeleton,yes,1576.0,m,190.0,64.0,8.0,silver,humans
6481,2021-06-06,werewolf,15.0,swamp,nightly disturbance,brute force,night,teeth,6481,werewolf,yes,118.0,m,169.0,100.0,3.0,silver,pesto pasta
2972,2022-01-12,vampire,77.0,castle,nightly disturbance,knife,night,cloak,2972,vampire,yes,590.0,m,167.0,34.0,4.0,garlic,humans
731,2024-06-01,zombie,22.0,swamp,kidnapping,knife,dusk,teeth,731,zombie,no,43.0,f,151.0,5.0,2.0,cat hair,pesto pasta
4429,2020-08-10,skeleton,42.0,castle,vandalism,,dawn,bones,4429,skeleton,yes,598.0,m,189.0,37.0,2.0,silver,lasagna
939,2024-01-21,zombie,40.0,forest,kidnapping,knife,dusk,fur,939,zombie,yes,103.0,m,170.0,13.0,4.0,silver,lasagna
2941,2021-04-29,skeleton,9.0,mountain,nightly disturbance,knife,night,cloak,2941,skeleton,no,24.0,f,171.0,29.0,1.0,silver,humans
7922,2024-03-05,witch,90.0,forest,arson,pistol,night,bones,7922,witch,yes,314.0,m,177.0,22.0,7.0,hazelnut,lasagna
6832,2020-11-30,zombie,46.0,swamp,kidnapping,brute force,day,teeth,6832,zombie,yes,1.0,m,182.0,18.0,8.0,pumpkin,pesto pasta
8474,2021-04-11,vampire,6.0,castle,theft,knife,night,blood,8474,vampire,no,381.0,m,171.0,20.0,2.0,silver,rats
6482,2024-09-30,vampire,95.0,forest,assault,pistol,dusk,teeth,6482,vampire,yes,477.0,m,165.0,56.0,7.0,sunlight,pesto pasta
904,2022-03-25,skeleton,65.0,mountain,arson,,day,cloak,904,skeleton,yes,2185.0,f,199.0,59.0,3.0,silver,brain
3282,2019-11-17,vampire,37.0,castle,assault,knife,night,blood,3282,vampire,no,43.0,f,188.0,43.0,7.0,silver,brain
2354,2022-07-21,werewolf,52.0,mountain,nightly disturbance,axe,night,blood,2354,werewolf,no,52.0,f,197.0,84.0,5.0,silver,lasagna
7167,2020-01-17,ghost,81.0,castle,vandalism,knife,night,potions,7167,ghost,no,710.0,m,194.0,89.0,7.0,sunlight,pesto pasta
9600,2023-07-05,zombie,40.0,mountain,kidnapping,,dawn,bones,9600,zombie,no,48.0,f,185.0,9.0,1.0,sunlight,brain
7655,2020-10-21,werewolf,60.0,forest,assault,knife,dusk,bones,7655,werewolf,yes,123.0,f,189.0,45.0,7.0,silver,humans
9840,2020-03-27,skeleton,28.0,castle,arson,,day,bones,9840,skeleton,no,2320.0,f,184.0,45.0,1.0,cat hair,rats
5086,2024-07-30,ghost,26.0,village,nightly disturbance,axe,night,potions,5086,ghost,no,3376.0,m,162.0,52.0,3.0,sunlight,brain
6516,2020-05-26,ghost,13.0,village,vandalism,,night,potions,6516,ghost,no,3167.0,m,187.0,68.0,1.0,sunlight,rats
4178,2020-09-02,vampire,42.0,castle,nightly disturbance,knife,night,blood,4178,vampire,yes,685.0,m,180.0,44.0,6.0,sunlight,pesto pasta
9340,2020-12-29,witch,50.0,village,kidnapping,,dawn,bones,9340,witch,no,503.0,m,186.0,16.0,7.0,pumpkin,lasagna
1734,2023-04-01,vampire,58.0,castle,nightly disturbance,,night,teeth,1734,vampire,no,345.0,f,182.0,44.0,6.0,sunlight,humans
1717,2024-01-10,ghost,80.0,castle,vandalism,brute force,night,potions,1717,ghost,no,3443.0,f,195.0,51.0,10.0,sunlight,brain
9787,2021-03-31,zombie,11.0,village,kidnapping,knife,dawn,bones,9787,zombie,no,53.0,m,163.0,19.0,2.0,garlic,lasagna
9646,2020-04-19,zombie,74.0,mountain,assault,knife,day,blood,9646,zombie,no,10.0,m,193.0,25.0,9.0,cat hair,humans
10072,2024-05-09,werewolf,28.0,mountain,assault,axe,night,blood,10072,werewolf,yes,177.0,m,166.0,95.0,6.0,garlic,brain
8308,2024-06-03,werewolf,21.0,forest,assault,knife,night,fur,8308,werewolf,no,123.0,m,181.0,59.0,4.0,silver,lasagna
3870,2020-03-30,skeleton,26.0,mountain,vandalism,brute force,day,bones,3870,skeleton,yes,1549.0,m,183.0,24.0,6.0,silver,lasagna
6363,2020-07-03,werewolf,1.0,mountain,assault,knife,night,bones,6363,werewolf,yes,168.0,f,158.0,50.0,6.0,cat hair,rats
3383,2021-12-03,skeleton,3.0,forest,assault,brute force,day,bones,3383,skeleton,no,1121.0,m,165.0,25.0,10.0,silver,pesto pasta
9613,2024-03-22,vampire,15.0,forest,assault,pistol,night,teeth,9613,vampire,yes,573.0,f,156.0,45.0,6.0,sunlight,brain
995,2023-01-01,ghost,2.0,castle,nightly disturbance,,night,cloak,995,ghost,no,1021.0,f,195.0,62.0,2.0,sunlight,rats
1841,2023-07-14,witch,33.0,village,arson,knife,dusk,potions,1841,witch,no,392.0,f,162.0,15.0,2.0,hazelnut,humans
4617,2024-10-07,ghost,92.0,castle,nightly disturbance,knife,night,cloak,4617,ghost,yes,1794.0,m,173.0,38.0,3.0,pumpkin,pesto pasta
595,2020-06-07,skeleton,59.0,forest,assault,brute force,day,cloak,595,skeleton,no,1.0,m,157.0,16.0,7.0,pumpkin,brain
9855,2022-01-06,zombie,18.0,swamp,assault,brute force,dusk,potions,9855,zombie,no,105.0,f,176.0,16.0,3.0,sunlight,brain
5126,2020-03-02,skeleton,87.0,mountain,nightly disturbance,,night,bones,5126,skeleton,no,215.0,m,188.0,33.0,7.0,silver,rats
7859,2021-05-08,werewolf,25.0,village,assault,axe,night,fur,7859,werewolf,no,60.0,f,166.0,70.0,6.0,cat hair,pesto pasta
8408,2021-08-22,skeleton,6.0,mountain,vandalism,axe,dusk,bones,8408,skeleton,yes,987.0,f,172.0,10.0,5.0,silver,pesto pasta
9617,2023-04-13,zombie,18.0,swamp,kidnapping,knife,dusk,fur,9617,zombie,yes,97.0,f,178.0,7.0,6.0,cat hair,pesto pasta
10068,2024-10-19,witch,21.0,village,arson,,night,cloak,10068,witch,yes,289.0,m,158.0,13.0,2.0,hazelnut,pesto pasta
5540,2021-08-14,vampire,60.0,castle,assault,,dawn,cloak,5540,vampire,no,495.0,f,198.0,44.0,2.0,sunlight,humans
7822,2024-02-14,skeleton,9.0,mountain,vandalism,,dawn,bones,7822,skeleton,no,1284.0,m,169.0,18.0,5.0,silver,humans
9372,2021-07-21,zombie,20.0,swamp,murder,knife,night,teeth,9372,zombie,yes,74.0,f,170.0,16.0,6.0,cat hair,humans
5572,2020-06-02,witch,5.0,village,arson,,dawn,blood,5572,witch,no,487.0,f,198.0,27.0,1.0,hazelnut,humans
9623,2023-12-26,witch,13.0,village,arson,axe,dawn,fur,9623,witch,no,451.0,f,165.0,20.0,5.0,hazelnut,brain
8961,2023-03-21,werewolf,22.0,forest,nightly disturbance,axe,night,fur,8961,werewolf,no,85.0,f,160.0,69.0,8.0,cat hair,rats
5611,2021-05-02,witch,7.0,forest,arson,axe,day,potions,5611,witch,no,432.0,f,191.0,27.0,3.0,pumpkin,lasagna
3594,2023-06-08,vampire,8.0,castle,theft,axe,night,blood,3594,vampire,no,642.0,f,159.0,35.0,6.0,garlic,rats
1410,2022-02-26,werewolf,77.0,forest,vandalism,axe,night,fur,1410,werewolf,yes,34.0,m,182.0,60.0,6.0,silver,humans
269,2023-10-29,zombie,49.0,swamp,kidnapping,pistol,dusk,blood,269,zombie,no,104.0,m,171.0,10.0,5.0,pumpkin,humans
3584,2024-10-04,witch,94.0,village,kidnapping,,dawn,cloak,3584,witch,yes,271.0,m,150.0,20.0,8.0,garlic,pesto pasta
6914,2024-07-18,witch,34.0,swamp,arson,knife,dusk,cloak,6914,witch,yes,501.0,f,164.0,21.0,2.0,hazelnut,brain
7703,2024-08-31,werewolf,75.0,swamp,assault,axe,night,blood,7703,werewolf,no,103.0,f,160.0,55.0,7.0,cat hair,lasagna
6857,2021-10-30,skeleton,87.0,castle,arson,pistol,dusk,cloak,6857,skeleton,no,1109.0,m,162.0,19.0,4.0,silver,humans
3101,2020-10-13,vampire,9.0,castle,assault,pistol,night,teeth,3101,vampire,yes,907.0,f,164.0,52.0,6.0,sunlight,rats
5073,2023-02-03,ghost,17.0,castle,vandalism,,night,potions,5073,ghost,yes,3452.0,f,194.0,30.0,4.0,pumpkin,rats
8482,2023-07-29,vampire,61.0,village,assault,knife,dusk,blood,8482,vampire,yes,482.0,f,184.0,41.0,5.0,garlic,pesto pasta
3903,2023-12-22,ghost,42.0,castle,nightly disturbance,brute force,night,cloak,3903,ghost,no,1249.0,m,177.0,22.0,10.0,pumpkin,humans
9163,2020-01-28,skeleton,39.0,mountain,nightly disturbance,axe,night,cloak,9163,skeleton,yes,761.0,f,175.0,18.0,5.0,silver,pesto pasta
2428,2024-04-26,vampire,38.0,castle,nightly disturbance,knife,night,cloak,2428,vampire,yes,685.0,f,163.0,31.0,6.0,silver,rats
6338,2021-09-28,werewolf,18.0,village,assault,knife,night,fur,6338,werewolf,no,102.0,m,159.0,47.0,1.0,garlic,lasagna
8571,2020-08-06,werewolf,69.0,forest,assault,pistol,night,teeth,8571,werewolf,yes,97.0,m,175.0,87.0,7.0,silver,lasagna
3750,2020-11-09,vampire,55.0,mountain,nightly disturbance,pistol,night,cloak,3750,vampire,yes,339.0,m,159.0,44.0,6.0,sunlight,brain
251,2024-02-14,skeleton,75.0,castle,nightly disturbance,,night,cloak,251,skeleton,no,376.0,f,159.0,44.0,4.0,silver,pesto pasta
1610,2021-12-19,zombie,97.0,swamp,kidnapping,,night,bones,1610,zombie,no,81.0,f,180.0,15.0,10.0,sunlight,rats
9779,2024-02-10,witch,23.0,village,kidnapping,knife,night,potions,9779,witch,no,593.0,m,189.0,18.0,2.0,hazelnut,brain
1545,2022-04-25,werewolf,74.0,forest,vandalism,brute force,night,fur,1545,werewolf,no,69.0,m,171.0,85.0,6.0,hazelnut,humans
8307,2023-01-22,zombie,69.0,mountain,kidnapping,axe,night,potions,8307,zombie,yes,1.0,m,173.0,16.0,6.0,cat hair,humans
932,2021-10-15,skeleton,59.0,mountain,nightly disturbance,,night,bones,932,skeleton,yes,382.0,f,181.0,28.0,1.0,silver,rats
